63,abbhuggacchati,.v.,,, rises up$is diffused$To go to meet$to ascend$to go up,,abhi+u+gam+a,,1,100,14,uhan_en,en
64,abbhuggacchi,.v.,.aor.,abbhuggacchati, rose up$was diffused$,,,,1,100,12,uhan_en,en
65,abbhuggamana,.n:base.,.nt.,, rising over$,,,,1,100,12,uhan_en,en
66,abbhuggantvā,.v:ind.,.abs.,abbhuggacchati, having risen up$having jumped up$,,,,1,100,12,uhan_en,en
67,abbhuggata,.adj:base.,.pp.,abbhuggacchati, risen up$was diffused$Gone to meet$ascended,,,,1,100,10,uhan_en,en
68,abbhuggiraṇa,.n:base.,.nt.,, brandishing$,,,,1,100,12,uhan_en,en
69,abbhuggirati,.v.,,, raises up or brandishes something in a threatening manner$,,bhi+u+gir+a,,1,100,12,uhan_en,en
70,abbhuggiri,.v.,.aor.,abbhuggirati, raised up or brandished something in a threatening manner$,,,,1,100,10,uhan_en,en
71,abbhujjalana,.n:base.,.nt.,,  Spitting fire$a juggler's trick,,,,1,100,12,uhan_en,en
72,abbhukkiraṇa,.n:base.,.nt.,, drawing out$sprinkling$,,,,1,100,12,uhan_en,en
73,abbhukkirati,.v.,,, sprinkles over$,,abhi+u+kir+a,,1,100,12,uhan_en,en
74,abbhukkiri,.v.,.aor.,abbhukkirati, sprinkled over$,,,,1,100,10,uhan_en,en
75,abbhumme,.v.,,, alas !$,,,,1,100,8,uhan_en,en
76,abbhunnata,.adj:base.,,, risen high$high$,,,,1,100,10,uhan_en,en
77,abbhuta,.adj:base.,,, wonderful$marvelous$【nt】$a wonder$a marvel$a bet$Mysterious$wonderful$portentousThe Marvellous$one of the nāṭyarasas$a gambler's stake,,,,1,100,7,uhan_en,en
78,abbhutadhamma,.ti:base.,,,  Mysterious or supernatural phenomenon or condition,,,,1,100,13,uhan_en,en
79,abbhutasālā,.n:base.,.f.,, museum$,,,,1,100,11,uhan_en,en
80,abbhuṭṭhāna,.n:base.,.nt.,, rising$getting up$progress$,,,,1,100,11,uhan_en,en
81,abbhuyyāta,.adj:base.,.pp.,abbhuyyāti, march against$,,,,1,100,10,uhan_en,en
82,abbhuyyāti,.v.,,, marches against$,,abhi+u+yā+a,,1,100,10,uhan_en,en
83,abbocchinna,.adj:base.,,, uninterrupted$Unbroken,,,,1,100,11,uhan_en,en
84,abbohārika,.adj:base.,,, ṅegligible$,,,,1,100,10,uhan_en,en
85,abbokiṇṇa,.adj:base.,,, uninterrupted$constant$not crowded$,,,,1,100,9,uhan_en,en
86,abbuda,.n:base.,.nt.,,$a tumour$the foetus in the 2nd week after conception$cause of disunion$name of a purgatory$One of the high numerals$10$000$000(to the 8th power)$or 1 followed by fifty-six ciphers$a canker$stain,,,,1,100,6,uhan_en,en
87,abbūhati,.v.,,, draws off$pulls out$,,ā+vi+ūh+a,,1,100,8,uhan_en,en
88,abbūhi,.v.,.aor.,abbūhati, drew off$pulled out$,,,,1,100,6,uhan_en,en
89,abbūḷha,.adj:base.,.pp.,abbūhati, drawn off$pulled out$,,,,1,100,7,uhan_en,en
90,ābhā,.n:base.,.f.,, light$lustre$radiance$Splendour$radiance$light,,,,1,100,4,uhan_en,en
91,abhabba,.adj:base.,,, unable$not proficient$Not liable$unable$impossible,,,,1,100,7,uhan_en,en
92,abhabbatā,.n:base.,.f.,, inability$impossibility$Non-liability$inability$an impossibility,,,,1,100,9,uhan_en,en
93,ābhākara,.n:base.,.m.,,  The sun,,,,1,100,8,uhan_en,en
94,ābharaṇa,.n:base.,.nt.,, ornament$decoration$Ornament$decoration,,,,1,100,8,uhan_en,en
95,ābhāsa,.n:base.,.m.,, light$lustre$radiance$,,,,1,100,6,uhan_en,en
96,abhāsana,.n:base.,.nt.,,  Silence,,,,1,100,8,uhan_en,en
97,ābhāsi,.v.,.aor.,ābhāti, shone$radiated$,,,,1,100,6,uhan_en,en
98,ābhassara,.adj:base.,,, radiant$Shining$radiant$the ābhassarā deva$or radiant gods are the inhabitants of one of the brahma heavens,,,,1,100,9,uhan_en,en
99,ābhata,.ti:base.,,, brought$conveyed$Brought$carried$conveyed,,,,1,100,6,uhan_en,en
100,ābhāti,.v.,,, shines$radiates$To shine,,ā+bhā+a,,1,100,6,uhan_en,en
101,abhāva,.n:base.,.m.,, disappearance$absence$non-becoming$Decrease$decay$misfortuneNon-existence$absence,,,,1,100,6,uhan_en,en
102,abhavi,.v.,.aor.,bhavati, became$existed$,,,,1,100,6,uhan_en,en
103,abhavissā,.v.,,, (he) would have been$,,,,1,100,9,uhan_en,en
104,abhāvita,.adj:base.,,, ṅot developed$not practised$,,,,1,100,8,uhan_en,en
105,abhaya,.adj:base.,,, safe$fearless$【nt】$safety$Safety$protection from dangerFearless,,,,1,100,6,uhan_en,en
106,abhaya,.n:base.,.nt.,,  Andropogon Muricatum,,,,1,100,6,uhan_en,en
107,abhayā,.n:base.,.f.,, yellow myrobalan$The plant terminalia citrina,,,,1,100,6,uhan_en,en
108,abhejja,.adj:base.,,, ṅot to be split or divided$,,,,1,100,7,uhan_en,en
109,abhibhāsati,.v.,,,  To speak$address,,,,1,100,11,uhan_en,en
110,abhibhava,.n:base.,.m.,,  Being overcome$defeat,,,,1,100,9,uhan_en,en
111,abhibhavana,.n:base.,.nt.,, overcoming$vanquishing$Overcoming$vanquishing,,,,1,100,11,uhan_en,en
112,abhibhavanīya,.adj:base.,,, what should be overcome$,,,,1,100,13,uhan_en,en
113,abhibhavati,.v.,,, overcomes$conquers$To overcome$to master$to surpass,,abhi+bhū+a,,1,100,11,uhan_en,en
114,abhibhavi,.v.,.aor.,abhibhavati, overcame$conquered$,,,,1,100,9,uhan_en,en
115,abhibhāyatana,.n:base.,.nt.,,  Place or region of the vanquisher,,,,1,100,13,uhan_en,en
116,abhibhū,.n:base.,.m.,, conqueror$overlord$Overcoming$mastering$vanquishing$surpassing,,,,1,100,7,uhan_en,en
117,abhibhūta,.adj:base.,.pp.,abhibhavati, overpowered$vanquished$Overcome$overpowered$subdued$vanquished,,,,1,100,9,uhan_en,en
118,abhidhā,.n:base.,.f.,, ṅame$appellation$,,,,1,100,7,uhan_en,en
119,abhidhamati,.v.,,, blows on$,,abhi+dham+a,,1,100,11,uhan_en,en
120,abhidhami,.v.,.aor.,abhidhamati, blew on$,,,,1,100,9,uhan_en,en
121,abhidhamma,.n:base.,.m.,, the analytic doctrine of the Buddhist Canon$Higher doctrine$transcendental doctrine$higher teachingHigher doctrine$transcendental doctrine$higher teaching,,,,1,100,10,uhan_en,en
122,abhidhammika,.adj:base.,,, one who teaches abhidhamma$,,,,1,100,12,uhan_en,en
123,ābhidhammika,.adj:base.,,, versed in or studying Abhidhamma$Connected with abhidhamma$versed in or studying the abhidhamma,,,,1,100,12,uhan_en,en
124,abhidhāna,.n:base.,.nt.,, ṅame$appellation$,,,,1,100,9,uhan_en,en
125,abhidhāreti,.v.,,,  To hold up$raise aloft,,,,1,100,11,uhan_en,en
126,abhidhāvati,.v.,,, runs towards$runs against$hastens$,,abhi+dhāv+a,,1,100,11,uhan_en,en
127,abhidhāvi,.v.,.aor.,abhidhāvati, ran towards$hastened$,,,,1,100,9,uhan_en,en
128,abhidheyya,.adj:base.,,, having the name of$【nt】$meaning$To be declared$pointed out$denoted$meant,,,,1,100,10,uhan_en,en
129,abhidosa,.n:base.,.m.,, last evening$Evening,,,,1,100,8,uhan_en,en
130,abhidosika,.adj:base.,,, belonging to the last evening$Belonging to the evening,,,,1,100,10,uhan_en,en
131,ābhidosika,.adj:base.,,, belonging to the last evening$,,,,1,100,10,uhan_en,en
132,abhigacchati,.v.,,,  To go to$to approach,,,,1,100,12,uhan_en,en
133,abhigajjana,.n:base.,.nt.,, roaring$thundering$,,,,1,100,11,uhan_en,en
134,abhigajjati,.v.,,, roars$thunders$,,abhi+gad+ya,,1,100,11,uhan_en,en
135,abhigajji,.v.,.aor.,abhigajjati, roared$thundered$,,,,1,100,9,uhan_en,en
136,abhigamana,.n:base.,.nt.,,  Approaching,,,,1,100,10,uhan_en,en
137,abhighāta,.n:base.,.m.,,$impact$contact$killing$Striking$violent shaking,,,,1,100,9,uhan_en,en
138,abhighātana,.n:base.,.nt.,, slaying$destroying$,,,,1,100,11,uhan_en,en
139,abhighātī,.n:base.,.m.,, enemy$destroyer$,,,,1,100,9,uhan_en,en
140,abhigijjhana,.n:base.,.nt.,, craving$greed$,,,,1,100,12,uhan_en,en
141,abhigijjhati,.v.,,, craves for$,,abhi+gidh+ya,,1,100,12,uhan_en,en
142,abhigijjhi,.v.,.aor.,abhigijjhati, craved for$,,,,1,100,10,uhan_en,en
143,abhigīta,.adj:base.,.pp.,abhigāyati, sung for$,,,,1,100,8,uhan_en,en
144,abhihanati,.v.,,, strikes$hits$,,abhi+han+a,,1,100,10,uhan_en,en
145,abhihani,.v.,.aor.,abhihanati, struck$hit$,,,,1,100,8,uhan_en,en
146,abhihāra,.n:base.,.m.,, bringing near$offering$Bringing$offering,,,,1,100,8,uhan_en,en
147,abhiharati,.v.,,, brings to$to offers$To bring to$to acquire$to gain$to attack physically,,abhi+har+a,,1,100,10,uhan_en,en
148,abhihari,.v.,.aor.,abhiharati, brought to$offered$,,,,1,100,8,uhan_en,en
149,abhiharituṃ,.v:ind.,.inf.,abhiharati, to bring over$,,,,1,100,11,uhan_en,en
150,abhihata,.adj:base.,.pp.,abhihanati, struck$hit$,,,,1,100,8,uhan_en,en
151,abhihaṭa,.adj:base.,.pp.,abhiharati, brought to$offered$Brought,,,,1,100,8,uhan_en,en
152,abhihaṭṭhuṃ,.v:ind.,.inf.,abhiharati, to bring over$,,,,1,100,11,uhan_en,en
153,abhihita,.n:base.,.nt.,, a word$saying$,,,,1,100,8,uhan_en,en
154,abhihita,.adj:base.,.pp.,abhidhāti, spoken$Called$named$spoken$said,,,,1,100,8,uhan_en,en
155,abhijana,.n:base.,.m.,,  Race$tribe$family,,,,1,100,8,uhan_en,en
156,abhijānana,.n:base.,.nt.,, recognition$recollection$,,,,1,100,10,uhan_en,en
157,abhijānāti,.v.,,, knows fully or by experience$is aware$To know by experience$to learn$to admit$to acknowledge,,abhi+ñā+nā,,1,100,10,uhan_en,en
158,abhijāni,.v.,.aor.,abhijānāti, knew fully or by experience$was aware$,,,,1,100,8,uhan_en,en
159,abhijappana,.n:base.,.nt.,,$mumbling$wish$talk$Muttering spells$incantation,,,,1,100,11,uhan_en,en
160,abhijappati,.v.,,, prays for$mumbles$,,abhi+jap+a,,1,100,11,uhan_en,en
161,abhijappi,.v.,.aor.,abhijappati, prayed for$mumbled$,,,,1,100,9,uhan_en,en
162,abhijappita,.n:base.,.nt.,,$mumbling$wish$talk$,,,,1,100,11,uhan_en,en
163,abhijāta,.adj:base.,,, well-born$of noble birth$Well-born$noble$learned,,,,1,100,8,uhan_en,en
164,abhijāti,.n:base.,.f.,,$rebirth$descent$species$Origin$race$birth,,,,1,100,8,uhan_en,en
165,abhijātika,.ti:base.,,,  Belonging to origin or race,,,,1,100,10,uhan_en,en
166,abhijāyati,.v.,,, is born or arose well$,,abhi+jan+ya,,1,100,10,uhan_en,en
167,abhijigiṃsati,.v.,,, wishes to overcome$(*har is changed to gin$gi is doubled and the former gi is changed to ji$)$,,abhi+har+sa*,,1,100,13,uhan_en,en
168,abhijigiṃsi,.v.,.aor.,abhijigimsati, wished to overcome$,,,,1,100,11,uhan_en,en
169,abhijjamāna,.adj:base.,,, ṅot breaking or separating$,,,,1,100,11,uhan_en,en
170,abhijjanaka,.adj:base.,,, ṅot breaking or separating$,,,,1,100,11,uhan_en,en
171,abhijjhā,.n:base.,.f.,, covetousness$Covetousness,,,,1,100,8,uhan_en,en
172,abhijjhālu,.adj:base.,,, covetous$Covetous,,,,1,100,10,uhan_en,en
173,abhijjhāyati,.v.,,, wishes for$covets$,,abhi+jhe+a,,1,100,12,uhan_en,en
174,abhijjhāyi,.v.,.aor.,abhijjhāyati, wished for$coveted$,,,,1,100,10,uhan_en,en
175,abhijjhita,.adj:base.,.pp.,abhijjhāyati, wished for$coveted$,,,,1,100,10,uhan_en,en
176,abhikāmī,.ti:base.,,,  Desirous,,,,1,100,8,uhan_en,en
177,abhikaṅkhana,.n:base.,.nt.,, hope$longing$wish$,,,,1,100,12,uhan_en,en
178,abhikaṅkhati,.v.,,, longs or wishes for$,,abhi+kakh+，m-a,,1,100,12,uhan_en,en
179,abhikaṅkhi,.v.,.aor.,abhika`nkhati, longed or wished for$,,,,1,100,10,uhan_en,en
180,abhikaṅkhī,.adj:base.,,, wishing for$desirous$,,,,1,100,10,uhan_en,en
181,abhikaṅkhita,.adj:base.,.pp.,abhika`nkhati, longed or wished for$【nt】$hope$longing$wish$,,,,1,100,12,uhan_en,en
182,abhikhyā,.n:base.,.f.,,  Beauty$splendour$glitter,,,,1,100,8,uhan_en,en
183,abhikiṇṇa,.adj:base.,.pp.,abhikirati, strewn over with$,,,,1,100,9,uhan_en,en
184,abhikiraṇa,.n:base.,.nt.,, scattering over$,,,,1,100,10,uhan_en,en
185,abhikirati,.v.,,, scatter over$to sprinkle$To overwhelm$to cover$to sprinkle,,abhi+kir+a,,1,100,10,uhan_en,en
186,abhikkama,.n:base.,.m.,, going forward$Advancing$advance,,,,1,100,9,uhan_en,en
187,abhikkamati,.v.,,, proceeds$To go forward$to advance$to approach,,abhi+kam+a,,1,100,11,uhan_en,en
188,abhikkami,.v.,.aor.,abhukkamati, proceeded$,,,,1,100,9,uhan_en,en
189,abhikkanta,.adj:base.,.pp.,abhikkamati,$gone forward$past$most pleasant$【nt】$going forward$Advanced$having approachedBeautiful$excellent$Withered$exhausted,,,,1,100,10,uhan_en,en
190,abhikkantatara,.adj:base.,,, more brilliant$,,,,1,100,14,uhan_en,en
191,abhikkhaṇa,.adj:base.,,, constant$Repeatedly$very often,,,,1,100,10,uhan_en,en
192,abhikkhaṇaṃ,.ind.,,, constantly$often$,,,,1,100,11,uhan_en,en
193,abhikkhaṇana,.n:base.,.nt.,, digging$,,,,1,100,12,uhan_en,en
194,abhikkhaṇati,.v.,,, digs up$,,abhi+kha+a,,1,100,12,uhan_en,en
195,abhikkhaṇi,.v.,.aor.,abhikhanati, dug$,,,,1,100,10,uhan_en,en
196,abhikūjana,.n:base.,.nt.,, singing of birds$,,,,1,100,10,uhan_en,en
197,abhikūjati,.v.,,, warbles$sings (of birds)$,,abhi+kuj+a,,1,100,10,uhan_en,en
198,abhikūji,.v.,.aor.,abhikūjati, warbled$sang (of birds)$,,,,1,100,8,uhan_en,en
199,abhikūjita,.adj:base.,.pp.,abhikūjati, resounding with (the song of birds)$,,,,1,100,10,uhan_en,en
200,abhilakkhesi,.v.,.aor.,abhilakkheti, marked$designed$,,,,1,100,12,uhan_en,en
201,abhilakkheti,.v.,,, marks$designs$,,abhi+lakkh+e,,1,100,12,uhan_en,en
202,abhilakkhita,.adj:base.,.pp.,abhilakkheti, marked by$Marked$characterized$distinguished,,,,1,100,12,uhan_en,en
203,abhilāpa,.n:base.,.m.,, talk$speech$Speaking to$talking,,,,1,100,8,uhan_en,en
204,abhilāsa,.n:base.,.m.,,  Desire$wish,,,,1,100,8,uhan_en,en
205,abhilāsā,.n:base.,.f.,, wish$desire$,,,,1,100,8,uhan_en,en
206,abhilāva,.n:base.,.m.,,  Smearing$pollution,,,,1,100,8,uhan_en,en
207,abhilepana,.n:base.,.nt.,,  Cutting$reaping,,,,1,100,10,uhan_en,en
208,abhimaddana,.n:base.,.nt.,, crushing$subjugation$,,,,1,100,11,uhan_en,en
209,abhimaddati,.v.,,, crushes$subdues$,,abhi+madd+a,,1,100,11,uhan_en,en
210,abhimaddi,.v.,.aor.,abhimaddati, crushed$subdued$,,,,1,100,9,uhan_en,en
211,abhimaddita,.adj:base.,.pp.,abhimaddati, crushed$subdued$Crushed$trampled$overthrown,,,,1,100,11,uhan_en,en
212,abhimāna,.n:base.,.m.,, self-respect$Pride$wisdom,,,,1,100,8,uhan_en,en
213,abhimaṅgala,.adj:base.,,, lucky$auspicious$High festival$solemnity,,,,1,100,11,uhan_en,en
214,abhimanthati,.v.,,, crushes$churns$agitates$,,abhi+manth+a,,1,100,12,uhan_en,en
215,abhimanthesi,.v.,.aor.,abhimantheti, curshed$shurned$agitated$,,,,1,100,12,uhan_en,en
216,abhimantheti,.v.,,, crushes$churns$agitates$,,abhi+manth+e,,1,100,12,uhan_en,en
217,abhimanthi,.v.,.aor.,abhimanthati, crushed$churned$agitated$,,,,1,100,10,uhan_en,en
218,abhimanthita,.adj:base.,.pp.,abhimanthati, crushed$churned$agitated$,,,,1,100,12,uhan_en,en
219,abhimata,.adj:base.,.pp.,abhimaññati, intended$wished for$,,,,1,100,8,uhan_en,en
220,abhimatthati,.v.,,,  To grind$to crush,,,,1,100,12,uhan_en,en
221,abhimukha,.adj:base.,,, facing$present$face to face with$【m】$the front$Facing towards$opposite,,,,1,100,9,uhan_en,en
222,abhimukhaṃ,.ind.,,, towards$,,,,1,100,10,uhan_en,en
223,ābhimukhya,.n:base.,.nt.,,  Front$direction$towards,,,,1,100,10,uhan_en,en
224,abhinadati,.v.,,, resounds$To roar,,abhi+nad+a,,1,100,10,uhan_en,en
225,abhinadi,.v.,.aor.,abhinadati, resounded$,,,,1,100,8,uhan_en,en
226,abhinadī,,,,   *=one who rejoices$enjoying$),,,,1,100,8,uhan_en,en
227,abhinadita,.adj:base.,.pp.,abhinadati, resounded$【nt】$the noise$,,,,1,100,10,uhan_en,en
228,abhinādita,.adj:base.,.pp.,abhinadati, resounded with$,,,,1,100,10,uhan_en,en
229,abhinamati,.v.,,, bends$bows down$,,abhi+nam+a,,1,100,10,uhan_en,en
230,abhinami,.v.,.aor.,abhinamati, bent$bowed down$,,,,1,100,8,uhan_en,en
231,abhinandana,.n:base.,.nt.,, rejoicing$delight$,,,,1,100,11,uhan_en,en
232,abhinandati,.v.,,, rejoices at$finds pleasure in$approves of$To be pleased with$to approve of$to rejoice at$to delight in,,abhi+nand+a,,1,100,11,uhan_en,en
233,abhinandi,.v.,.aor.,abhinandati, rejoiced at$,,,,1,100,9,uhan_en,en
234,abhinandī,.adj:base.,,, one who rejoices$enjoying$,,,,1,100,9,uhan_en,en
235,abhinandita,.ti:base.,,, an object of pleasure$,,,,1,100,11,uhan_en,en
236,abhinata,.adj:base.,.pp.,abhinamati, bent$bowed down to$,,,,1,100,8,uhan_en,en
237,abhinava,.adj:base.,,, ṅew$fresh$,,,,1,100,8,uhan_en,en
238,abhinaya,.n:base.,.m.,,  A dramatic representation,,,,1,100,8,uhan_en,en
239,abhinayana,.n:base.,.nt.,,$bringing to$inquiry$,,,,1,100,10,uhan_en,en
240,abhineti,.v.,,,  To bring to$conduct to,,,,1,100,8,uhan_en,en
241,abhiṇha,.adj:base.,,, continuous$habitual$Repeatedly,,,,1,100,7,uhan_en,en
242,abhiṇhaṃ,.ind.,,, often$repeatedly$,,,,1,100,8,uhan_en,en
243,abhiṇhasannipāta,.n:base.,.m.,, meeting often together$,,,,1,100,16,uhan_en,en
244,abhiṇhaso,.adv.,,, always$repeatedly$,,,,1,100,9,uhan_en,en
245,abhinibbatta,.adj:base.,.pp.,abhinibbatteti, reproduced$reborn$Reborn in another existence,,,,1,100,12,uhan_en,en
246,abhinibbattana,.n:base.,.nt.,, birth$becoming$,,,,1,100,14,uhan_en,en
247,abhinibbattati,.v.,,,  To be re-born in another existence,,,,1,100,14,uhan_en,en
248,abhinibbattesi,.v.,.aor.,abhinibbatteti, reproduced$brought into existence$,,,,1,100,14,uhan_en,en
249,abhinibbatteti,.v.,,, reproduces$brings into existence$,,abhi+ni+vat+e,,1,100,14,uhan_en,en
250,abhinibbatti,.n:base.,.f.,, birth$becoming$Re-birth in another existence,,,,1,100,12,uhan_en,en
251,abhinibbidā,.n:base.,.f.,, disgust with the world$,,,,1,100,11,uhan_en,en
252,abhinibbuta,.adj:base.,,, perfectly calmed$Calmed,,,,1,100,11,uhan_en,en
253,abhinīhāra,.n:base.,.m.,, taking out$aspiration$resolution$Earnest wish or aspiration,,,,1,100,10,uhan_en,en
254,abhinīharati,.v.,,, takes out$directs to$aspires$To turn$to direct,,abhi+ni+har+a,,1,100,12,uhan_en,en
255,abhinīhari,.v.,.aor.,abhinīharati, took out$directed to$aspired$,,,,1,100,10,uhan_en,en
256,abhinīhaṭa,.adj:base.,.pp.,abhiniharati, taken out$,,,,1,100,10,uhan_en,en
257,abhinikkhama,.n:base.,.m.,,  Going out$retiring from the world to devote oneself to an ascetic life,,,,1,100,12,uhan_en,en
258,abhinikkhamana,.n:base.,.nt.,, renunciation$retirement from the household life$Going out$departing$retiring from the world$giving up the world to devote oneself to an ascetic life,,,,1,100,14,uhan_en,en
259,abhinikkhamati,.v.,,, goes forth from$retires from the world$To go out$to depart,,abhi+ni+kam+a,,1,100,14,uhan_en,en
260,abhinikkhami,.v.,.aor.,abhinikkhamati, went forth from$retired from the world$,,,,1,100,12,uhan_en,en
261,abhinikkhamma,.v:ind.,.abs.,abhinikkhamati, having gone forth from$having retired form the world$,,,,1,100,13,uhan_en,en
262,abhinikkhanta,.adj:base.,.pp.,abhinikkhamati, gone forth from$retired from the world$,,,,1,100,13,uhan_en,en
