704," bhiṃsanaka",.adj:base.,,,恐怖的$可怕的$令人敬畏的$,,,,1,100,11,bhmf,zh-cn
11658," bhukkāra",.n:base.,.m.,,$狗吠,$making “bhu$” i$e$bow~wow$barking j vi$355$bhukkaraṇasunakha$,,,1,100,9,bhmf,zh-cn
705," bhīrika(‹bhī; cp. vedic bhīru)",.adj:base.,,,$胆小的$恐怕的$懦弱的$,,,,1,100,31,bhmf,zh-cn
706," bhūmaka",.adj:base.,,,中) 有楼层的,,,,1,100,8,bhmf,zh-cn
707," byatta",.adj:base.,,,学习的$完成的$显然的$明白的$,,,,1,100,7,bhmf,zh-cn
708," carimaka",.adj:base.,,,最后的$后来的$,,,,1,100,9,bhmf,zh-cn
709," catur",.adj:base.,,,四$,,,,1,100,6,bhmf,zh-cn
5633," chadha",.adv.,,,以六个方式,(sixfold)$,,,1,100,7,bhmf,zh-cn
710," chaḷ(vedic sas &and saṭ(saḍ#=chaḷ))",.adj:base.,,,六$,,,,1,100,36,bhmf,zh-cn
5634," cimaṃ﹐",.adv.,,,(以)长久地,,,,1,100,7,bhmf,zh-cn
711," cima﹐",.adj:base.,,,持久的$,,,,1,100,6,bhmf,zh-cn
712," cintanaka",.adj:base.,,,考虑周到的$深思的$,,,,1,100,10,bhmf,zh-cn
713," dassaneyya",.adj:base.,,,被认为美丽的$美丽的$英俊的$,,,,1,100,11,bhmf,zh-cn
714," dhaññavantu",.adj:base.,,,幸福的$幸运的$,,,,1,100,12,bhmf,zh-cn
715," divya",.adj:base.,,,天神的$天国的$,,,,1,100,6,bhmf,zh-cn
717," duratikkama ",.adj:base.,,,难通过的$,,,,1,100,13,bhmf,zh-cn
716," durājāna",.adj:base.,,,难懂的$难知的$,,,,1,100,9,bhmf,zh-cn
5635," dvattikkhattuṃ",.adv.,,,两三次$,,,,1,100,15,bhmf,zh-cn
718," edisaka(sk. īdrwa)",.adj:base.,,,如此的$像这样的,(such like$ such)$,,,1,100,19,bhmf,zh-cn
719," ekacciya",.adj:base.,,,一些,(some)$某个(certain)$少许(a few)$,,,1,100,9,bhmf,zh-cn
720," gandhī",.adj:base.,,,芬芳的$,,,,1,100,7,bhmf,zh-cn
721," gomī",.adj:base.,,,牛的主人$,,,,1,100,5,bhmf,zh-cn
722," itara",.adj:base.,,,通过的$可变的$短的$摘要,(passing$ changeable$ short,,,1,100,6,bhmf,zh-cn
724," jeṭṭhaka",.adj:base.,,,年长的$至高的$最初的$,,,,1,100,9,bhmf,zh-cn
725," jhāmaka",.adj:base.,,,燃烧的,(burning$ on fire$ conflagration),,,1,100,8,bhmf,zh-cn
723," jānapadika",.adj:base.,,,国家的$,,,,1,100,11,bhmf,zh-cn
726," kammaniya﹐kammani(c.)﹐",.adj:base.,,,适合工作的$预备好的状态$易於使用的$,,,,1,100,23,bhmf,zh-cn
11622," kasāva",.n:base.,.nt.,,袈裟$出家人的$衣$,,,,1,100,7,bhmf,zh-cn
728," kaṅkhī(kaṅkhin)(sk. kāṅksin)",.adj:base.,,,(意见等)动摇的$有疑心的人$犹豫不决的人,,,,1,100,29,bhmf,zh-cn
727," kaṇiya(‹kaṇ减)",.adj:base.,,,最年轻的$出生的年纪较小者$,,,,1,100,14,bhmf,zh-cn
5636," khaṇḍākhaṇḍikaṃ",.adv.,,,(打)碎,,,,1,100,16,bhmf,zh-cn
729," kolañña~(fr. kula)",.adj:base.,,,生在良家,(born of(good) family(cp. kulaja)$,,,1,100,19,bhmf,zh-cn
730," koravya(sk. kauravya)",.adj:base.,,,俱卢,(kuru﹐今印度德里附近) 的后裔$俱卢(kuru) 国家的$,,,1,100,22,bhmf,zh-cn
731," kuhaka",.adj:base.,,,骗人的$,,,,1,100,7,bhmf,zh-cn
5637," kutra",.adv.,,,哪里? 在何处?$,,,,1,100,6,bhmf,zh-cn
5638," lahuso",.adv.,,,很快地$,,,,1,100,7,bhmf,zh-cn
732," lokiya",.adj:base.,,,世间的$平凡的$,,,,1,100,7,bhmf,zh-cn
733," macchariya",.adj:base.,,,悭$小气$吝啬$niggard,(不布施、少布施、布施少都可能是悭的表现)$,,,1,100,11,bhmf,zh-cn
736," malinaka",.adj:base.,,,肮脏的$沾染的$不纯的$,,,,1,100,9,bhmf,zh-cn
737," manāpika",.adj:base.,,,令人喜爱的$迷人的$,,,,1,100,9,bhmf,zh-cn
738," mañjeṭṭha(cp. *sk. mañjisṭhā indian madder)",.adj:base.,,,淡红色的$橙色的,(crimson)$,,,1,100,44,bhmf,zh-cn
739," maṭṭha",.adj:base.,,,平滑的$擦亮的$,,,,1,100,7,bhmf,zh-cn
740," missaka(orig. pp. of miw)",.adj:base.,,,混合,(mixed)$,,,1,100,26,bhmf,zh-cn
741," mukhullokika﹐",.adj:base.,,,寻找他人的脸,(mukhaṃ ulloketi)$,,,1,100,14,bhmf,zh-cn
734," māgadhaka",.adj:base.,,,摩揭陀国的$,,,,1,100,10,bhmf,zh-cn
735," mālī",.adj:base.,,,有花环的$有花的$,,,,1,100,5,bhmf,zh-cn
742," nandaka",.adj:base.,,,庆祝的$欢庆的$,,,,1,100,8,bhmf,zh-cn
743," nibbattanaka",.adj:base.,,,生产的$出现的$提出的$,,,,1,100,13,bhmf,zh-cn
3366," nikantita",.adj:base.,.pp.,nikantati,$砍倒$切断$,,,,1,100,10,bhmf,zh-cn
744," nirapekkha",.adj:base.,,,无关紧要的$不注意的$不顾的$,,,,1,100,11,bhmf,zh-cn
745," niratthaka",.adj:base.,,,无用的$不精通的$徒然的$,,,,1,100,11,bhmf,zh-cn
746," niyaka(sk. nija)",.adj:base.,,,自己的$,,,,1,100,17,bhmf,zh-cn
747," nudaka",.adj:base.,,,驱逐$,,,,1,100,7,bhmf,zh-cn
3367," ocita",.adj:base.,.pp.,ocināti,$已聚集$已收集$,,,,1,100,6,bhmf,zh-cn
748," ogādha(‹gāh see gādha1 &and gāhati；梵avagāḍha)",.adj:base.,,,沉浸的,(diving$ immersed$ merging into)$潜入的(plunging into),,,1,100,46,bhmf,zh-cn
749," olambaka",.adj:base.,,,垂下的$,,,,1,100,9,bhmf,zh-cn
750," omaka",.adj:base.,,,较低的$劣等的$,,,,1,100,6,bhmf,zh-cn
751," opapātī(‹upapatti显现﹑往生)",.adj:base.,,,化生的(出生时无所托),,,,1,100,24,bhmf,zh-cn
5639," orena",.adv.,,,在下$在内部$在这边$,,,,1,100,6,bhmf,zh-cn
752," ottāpī(ottappin &and ottāpin)",.adj:base.,,,害怕犯错的$小心谨慎的$,,,,1,100,30,bhmf,zh-cn
753," pabhaṅgura",.adj:base.,,,易碎的$脆弱的$易腐坏的$,,,,1,100,11,bhmf,zh-cn
3368," pahata",.adj:base.,.pp.,paharati," 已打击$已袭击$",,,,1,100,7,bhmf,zh-cn
3369," pakkaṭṭhita",.adj:base.,.pp.,pakkuthita,很热$潜伏$煮沸$cooked up$boiled$boiling hot$hot$,,,,1,100,12,bhmf,zh-cn
756," parittaka",.adj:base.,,,小的$不重要的$一点点$些许的$,,,,1,100,10,bhmf,zh-cn
757," paropara(para+avara) ",.adj:base.,,,$高低的$高低,(high &and low$ far &and near$ pl. in sense of “all kinds”),,,1,100,22,bhmf,zh-cn
3370," pasaṭṭha",.adj:base.,.pp.,pasaṃsati,$已赞美$已委托$,,,,1,100,9,bhmf,zh-cn
758," patirūpa",.adj:base.,,,适合的$适当的$,,,,1,100,9,bhmf,zh-cn
759," patirūpaka",.adj:base.,,,相似的$假扮成的$看起来像的$,,,,1,100,11,bhmf,zh-cn
760," pavaddha",.adj:base.,,,长大的$强壮的$,,,,1,100,9,bhmf,zh-cn
755," pañjalī",.adj:base.,,,合掌$合十$,,,,1,100,8,bhmf,zh-cn
754," paṅgula",.adj:base.,,,$跛足的$跛子$,,,,1,100,8,bhmf,zh-cn
12211," paṭisāruppa",.adj:base.,,,$适当隐居的$,,,,1,100,12,bhmf,zh-cn
762," ponobbhavikā(pono~#=puna再)",.adj:base.,,,再生$,,,,1,100,27,bhmf,zh-cn
763," porānaka",.adj:base.,,,古的$旧的$先前的$,,,,1,100,9,bhmf,zh-cn
761," pītaka",.adj:base.,,,黄色的$金色的$,,,,1,100,7,bhmf,zh-cn
764," pūtika",.adj:base.,,,腐烂的$腐败的$发恶臭的$,,,,1,100,7,bhmf,zh-cn
5640," sabbatra",.adv.,,,各处$到处$在所有状况下$,,,,1,100,9,bhmf,zh-cn
765," sabhāgata(sabhā+gata)",.adj:base.,,,到集会所的,(gone to the hall of assembly)$,,,1,100,22,bhmf,zh-cn
766," salāṭuka",.adj:base.,,,未熟的$,,,,1,100,9,bhmf,zh-cn
5641," samantato",.adv.,,,周围$各处$,,,,1,100,10,bhmf,zh-cn
768," samaṅgībhūta",.adj:base.,,,具有的$持有的$,,,,1,100,13,bhmf,zh-cn
769," samupabyūḷha",.adj:base.,,,群集的$,,,,1,100,13,bhmf,zh-cn
767," samākula",.adj:base.,,,塞满的$覆盖的$拥挤的$撒满的$,,,,1,100,9,bhmf,zh-cn
3371," saṅgahīta",.adj:base.,.pp.,saṅgaṇhāti,$已编辑$已包括,$comprised$included miln$40$ekasaṅgahita$,,,1,100,10,bhmf,zh-cn
770," saṇḍaka(cp. sk. wauṇḍa)",.adj:base.,,,上酒瘾的$醉汉,(addicted to drink$ intoxicated,,,1,100,24,bhmf,zh-cn
774," sobhana",.adj:base.,,,光亮的$美丽的$庄严的$优雅的$,,,,1,100,8,bhmf,zh-cn
775," sucittita",.adj:base.,,,多杂色的$画得好的$漆油得好的$,,,,1,100,10,bhmf,zh-cn
776," sukata",.adj:base.,,,做得好的$,,,,1,100,7,bhmf,zh-cn
777," sukatī",.adj:base.,,,正直的$,,,,1,100,7,bhmf,zh-cn
778," sumedhasa",.adj:base.,,,明智的$,,,,1,100,10,bhmf,zh-cn
779," surūpi",.adj:base.,,,英俊的$,,,,1,100,7,bhmf,zh-cn
771," sāpekha(sa+apekhā)",.adj:base.,,,有希望之人$期待的$渴望的$挂念的,(longing for)$,,,1,100,19,bhmf,zh-cn
772," sātthaka",.adj:base.,,,有用的$有利的$有意思的$,,,,1,100,9,bhmf,zh-cn
773," sīlī",.adj:base.,,,中) 有…性质的,,,,1,100,5,bhmf,zh-cn
5642," tahiṃ",.adv.,,,那里$在其上$在那个地方中$,,,,1,100,6,bhmf,zh-cn
5643," tatra",.adv.,,,如此$那样$以这种方式$,,,,1,100,6,bhmf,zh-cn
5644," tatra",.adv.,,,那里,(there)$在那个地方中(in that place)$,,,1,100,6,bhmf,zh-cn
782," teḷasa",.adj:base.,,,十三$,,,,1,100,7,bhmf,zh-cn
783," thoka",.adj:base.,,,小的$一点点的$一些的$,,,,1,100,6,bhmf,zh-cn
784," tibba",.adj:base.,,,锋利的$刺骨的$敏锐的$,,,,1,100,6,bhmf,zh-cn
785," tittaka",.adj:base.,,,苦的$苦味道,,,,1,100,8,bhmf,zh-cn
786," uddaya",.adj:base.,,,出产的$引起$,,,,1,100,7,bhmf,zh-cn
787," uddhumātaka",.adj:base.,,,肿胀的$浮肿的$,,,,1,100,12,bhmf,zh-cn
788," unnaḷa",.adj:base.,,,无礼的$自大的$骄傲的$,,,,1,100,7,bhmf,zh-cn
789," upaghātī",.adj:base.,,,有害的$切短$破坏$伤害或破坏的人$,,,,1,100,9,bhmf,zh-cn
790," upakkhata(pp. of upakaroti)",.adj:base.,,,准备$管理$带近$,,,,1,100,28,bhmf,zh-cn
5645," uttariṃ",.adv.,,,越过,(over$,,,1,100,8,bhmf,zh-cn
791," uttānaka",.adj:base.,,,仰卧的$显然的$浅的$,,,,1,100,9,bhmf,zh-cn
792," vaḍḍhaka",.adj:base.,,,增大的$增加的$,,,,1,100,9,bhmf,zh-cn
793," verī",.adj:base.,,,有敌意的$深藏仇恨的$,,,,1,100,5,bhmf,zh-cn
794," vihārī",.adj:base.,,,中)停留的$逗留的$在某种情况中的,,,,1,100,7,bhmf,zh-cn
795," visaññī",.adj:base.,,,无意识的$,,,,1,100,8,bhmf,zh-cn
796," visesitabba",.adj:base.,,,有资格的$有定义的$,,,,1,100,12,bhmf,zh-cn
3372," vyūḷha",.adj:base.,.pp.,viyūhati,$已集合$,,,,1,100,7,bhmf,zh-cn
5646," yahiṃ",.adv.,,,哪里$无论那里$无论什么情况下$,,,,1,100,6,bhmf,zh-cn
5647," yatra",.adv.,,,无论那里$哪里$,,,,1,100,6,bhmf,zh-cn
797," yādisaka",.adj:base.,,,无论哪一个$无论什么$相似的$,,,,1,100,9,bhmf,zh-cn
676," āmaka",.adj:base.,,,生的$新鲜的$未煮过的$未成熟的$,,,,1,100,6,bhmf,zh-cn
693," āraññika",.adj:base.,,,森林的$住在森林的$住远离地(远离社区)的,,arañña+ka,远离地+形容词化,1,100,30,bhmf,zh-cn
694," āsāḷhī(梵āsāḍhī)",.adj:base.,,,箕宿,(pubbāsāḷha)与斗宿(uttarāsāḷha)的连接$阿沙荼月(āsāḷha)的满月日(阴历6月15)$,,,1,100,16,bhmf,zh-cn
699," āvahanaka",.adj:base.,,,$,,,,1,100,10,bhmf,zh-cn
700," āvattī",.adj:base.,,,中) 有楼层的,,,,1,100,7,bhmf,zh-cn
701," āyataka",.adj:base.,,,中) 有…性质的$prolonged$kept up,,,,1,100,8,bhmf,zh-cn
15087,"(upapīḷesi",.v.,.aor.,upapīḷeti,,,,,1,100,10,bhmf,zh-cn
6320,"ababa",.n:base.,.nt.,,一个地狱的名字$阿婆婆地狱$一个有76个零的数位$,,,,1,100,5,bhmf,zh-cn
466,"abaddha",.adj:base.,,,无束缚的$自由的$,,,,1,100,7,bhmf,zh-cn
261,"abala",.adj:base.,,,无强力的$弱的$微弱的$,,(a无+bala强力的),,1,100,5,bhmf,zh-cn
17719,"abalā",.n:base.,.f.,,女人$,,abala,,1,100,5,bhmf,zh-cn
12282,"abbahati",,,,$拔除$,,,,1,100,8,bhmf,zh-cn
10735,"abbata",.n:base.,.nt.,,无道德$,,(a无+vata禁制),,1,100,6,bhmf,zh-cn
15296,"abbata",.adj:base.,,,无道德的$不持戒的$,,,,1,100,6,bhmf,zh-cn
283,"abbaṇa",.adj:base.,,,无伤的$,,(a无+vaṇa伤),,1,100,6,bhmf,zh-cn
10543,"abbha",.n:base.,.nt.,,云$cloud$云层$ a cloudy mass$,,,,1,100,5,bhmf,zh-cn
10544,"abbhaka",.n:base.,.nt.,,滑石$石墨$粉状石墨$,,,,1,100,7,bhmf,zh-cn
11282,"abbhakkhāna",.n:base.,.nt.,abbhakkhāti,诽谤$控告$,,,,1,100,11,bhmf,zh-cn
18524,"abbhakkhāsi",.v.,.aor.,abbhakkhāti,,,,,1,100,11,bhmf,zh-cn
3376,"abbhakkhāti",.v.,.3p.$.sg.$.pres.,,中伤$反对$,,(abhi全面+ā+khā掘+a),,1,100,11,bhmf,zh-cn
15444,"abbhakūṭa",.n:base.,.nt.,,暴风云的顶点$,,abbha,,1,100,9,bhmf,zh-cn
10653,"abbhantara",.n:base.,.nt.,,里边$内部$,,(abhi全面+antara内部﹑中途),,1,100,10,bhmf,zh-cn
15297,"abbhantara",.adj:base.,,,内部的$内在的$,,,,1,100,10,bhmf,zh-cn
19149,"abbhantarika",.adj:base.,,,亲密朋友$心腹朋友$知己$,,abbhantara,,1,100,12,bhmf,zh-cn
9303,"abbhanumodanā",.n:base.,.f.,,很感谢$随喜功德$,,,,1,100,13,bhmf,zh-cn
3378,"abbhanumodati",.v.,.3p.$.sg.$.pres.,,全面随喜$,,(abhi全面+anumodati随喜),,1,100,13,bhmf,zh-cn
14135,"abbhanumodi",.v.,.aor.,abbhanumodati,,,,,1,100,11,bhmf,zh-cn
15445,"abbhapaṭala",.n:base.,.nt.,,大量的云$,,abbha,,1,100,11,bhmf,zh-cn
182,"abbhatīta",.adj:base.,,,经过的$过去的$,,(abhi全面+atīta过去﹑跨越),,1,100,9,bhmf,zh-cn
20525,"abbhatīta",.adj:base.,.pp.,,全面过去$全面跨越,,,,1,100,9,bhmf,zh-cn
6323,"abbhañjana",.n:base.,.nt.,,$涂抹$涂油$,,,,1,100,10,bhmf,zh-cn
3377,"abbhañjati",.v.,.3p.$.sg.$.pres.,,涂抹$润滑$,,(abhi全面+añj涂油+a),,1,100,10,bhmf,zh-cn
18525,"abbhañji",.v.,.aor.,abbhañjati,,,,,1,100,8,bhmf,zh-cn
3379,"abbhokirati",.v.,.3p.$.sg.$.pres.,,洒$,,(abhi全面+ava下+kir散+a),,1,100,11,bhmf,zh-cn
6324,"abbhokiraṇa",.n:base.,.nt.,,$洒$,,,,1,100,11,bhmf,zh-cn
18526,"abbhokiri",.v.,.aor.,abbhokirati,,,,,1,100,9,bhmf,zh-cn
960,"abbhokiṇṇa",.adj:base.,,,拥挤的$,,,,1,100,10,bhmf,zh-cn
10652,"abbhokāsa",.n:base.,.m.,,户外$露天$无庇护的地方$海阔天空$全都露$,,(abhi全面﹑超越+avakāsa机会﹑空间),,1,100,9,bhmf,zh-cn
16471,"abbhokāsika",.n:base.,.m.,,住在户外的人$,,abbhokāsa,,1,100,11,bhmf,zh-cn
18527,"abbhudesi",.v.,.aor.,abbhudeti,,,,,1,100,9,bhmf,zh-cn
3380,"abbhudeti",.v.,.3p.$.sg.$.pres.,,升$形成$,,(abhi全面+udi +e),,1,100,9,bhmf,zh-cn
3381,"abbhuggacchati",.v.,.3p.$.sg.$.pres.,,升入$出去$,,(abhi全面+u出?上+gam去+a),,1,100,14,bhmf,zh-cn
18528,"abbhuggacchi",.v.,.aor.,abbhuggacchati,,,,,1,100,12,bhmf,zh-cn
6325,"abbhuggamana",.n:base.,.nt.,,升起$,,,,1,100,12,bhmf,zh-cn
2482,"abbhuggata",.adj:base.,.pp.,abbhuggacchati,升入$出去$,,,,1,100,10,bhmf,zh-cn
3382,"abbhuggirati",.v.,.3p.$.sg.$.pres.,,以胁迫的方式升起手或挥动一些东西$,,(abhi全面+u出+gir吞+a),,1,100,12,bhmf,zh-cn
6326,"abbhuggiraṇa",.n:base.,.nt.,,挥$,,,,1,100,12,bhmf,zh-cn
18529,"abbhuggiri",.v.,.aor.,abbhuggirati,,,,,1,100,10,bhmf,zh-cn
10659,"abbhujjalana",.n:base.,.nt.,,口吐出火$,,(abhi全面+u出+jalana燃)﹐,,1,100,12,bhmf,zh-cn
3383,"abbhukkirati",.v.,.3p.$.sg.$.pres.,,洒$,,(abhi全面+u 出?上+kir散+a),,1,100,12,bhmf,zh-cn
6327,"abbhukkiraṇa",.n:base.,.nt.,,抽出$洒$,,,,1,100,12,bhmf,zh-cn
18530,"abbhukkiri",.v.,.aor.,abbhukkirati,,,,,1,100,10,bhmf,zh-cn
3384,"abbhunnamati",.v.,.3p.$.sg.$.pres.,,涌出$,,(abhi全面+u出+namati弯),,1,100,12,bhmf,zh-cn
12862,"abbhunnamitvā",.v:ind.,.abs.,abbhunnamati,,,,,1,100,13,bhmf,zh-cn
961,"abbhunnata",.adj:base.,,,升高$高$,,,,1,100,10,bhmf,zh-cn
962,"abbhuta",.adj:base.,,,令人惊奇的$未曾有的$,,,,1,100,7,bhmf,zh-cn
12489,"abbhuta",.n:base.,.nt.,,奇迹$一个奇异的事物$打赌,,,,1,100,7,bhmf,zh-cn
18345,"abbhuyyāta",.adj:base.,.pp.,abbhuyyāti,,,,,1,100,10,bhmf,zh-cn
3385,"abbhuyyāti",.v.,.3p.$.sg.$.pres.,,进军$,,(abhi 全面+u出+yā去+a),,1,100,10,bhmf,zh-cn
6328,"abbhuṭṭhāna",.n:base.,.nt.,,站起来$起床$进步$,,,,1,100,11,bhmf,zh-cn
17720,"abbhā",.n:base.,.f.,,云$,,abbha,,1,100,5,bhmf,zh-cn
6321,"abbhācikkhana",.n:base.,.nt.,,控告$中伤$,,,,1,100,13,bhmf,zh-cn
3375,"abbhācikkhati",.v.,.3p.$.sg.$.pres.,,责备$中伤$诽谤$,,(abhi全面+ā+cikkh+a),,1,100,13,bhmf,zh-cn
18523,"abbhācikkhi",.v.,.aor.,abbhācikkhati,,,,,1,100,11,bhmf,zh-cn
6322,"abbhāgamana",.n:base.,.nt.,,抵达$挺身而出$,,,,1,100,11,bhmf,zh-cn
2405,"abbhāgata",.ti:base.,,,客人$陌生人$,,,,1,100,9,bhmf,zh-cn
2991,"abbhāhata",.adj:base.,.pp.,"abbhāhanati "," 已攻击$已使痛苦$已折磨$",,,,1,100,9,bhmf,zh-cn
10648,"abbhāna",.n:base.,.nt.,,复归$比丘身份$coming back$ rehabilitation of a bhikkhu who has undergone a penance for an expiable offence$,,(abhi + āyana of ā + yā(i)),,1,100,7,bhmf,zh-cn
963,"abbocchinna",.adj:base.,,,不间断的$,,,,1,100,11,bhmf,zh-cn
167,"abbohārika",.adj:base.,,,可忽略的,(negligible$ not to be decided ). $不寻常(uncommon$ extraordinary),(a + vi + ava + hārika of voharati; not of legal or conventional status ),,1,100,10,bhmf,zh-cn
3218,"abbokiṇṇa",.adj:base.,,,不间断的$持续的$不拥挤的$,,(#= abbhokiṇṇa)( abhi +ava +kiṇṇa,,1,100,9,bhmf,zh-cn
10533,"abbuda",.n:base.,.nt.,,疱$肿瘤,,,,1,100,6,bhmf,zh-cn
15298,"abbuda",.adj:base.,,,垓ㄍㄞ地狱$,,,,1,100,6,bhmf,zh-cn
12283,"abbuhati",,,,$拔除$,,,,1,100,8,bhmf,zh-cn
14134,"abbuhi",.v.,.aor.,abbahati,,,,,1,100,6,bhmf,zh-cn
12861,"abbuyha",.v:ind.,.abs.,abbahati,,,,,1,100,7,bhmf,zh-cn
3386,"abbūhati",.v.,.3p.$.sg.$.pres.,,排掉$拉出$,,(ā+vi+ūh +a),,1,100,8,bhmf,zh-cn
18531,"abbūhi",.v.,.aor.,abbūhati,,,,,1,100,6,bhmf,zh-cn
2483,"abbūḷha",.adj:base.,.pp.,abbūhati,排掉$拉出$,,,,1,100,7,bhmf,zh-cn
18340,"abbūḷha",.adj:base.,.pp.,abbahati,,,,,1,100,7,bhmf,zh-cn
251,"abhabba",.adj:base.,,,不能的$不精通的$,,(a不+bhabba能够﹑可能),,1,100,7,bhmf,zh-cn
262,"abhaya",.adj:base.,,,安全的$无畏的$,,(a无+bhaya恐惧),,1,100,6,bhmf,zh-cn
12490,"abhaya",.n:base.,.nt.,,无恐惧。,,,,1,100,6,bhmf,zh-cn
9305,"abhayā",.n:base.,.f.,,诃子$,,,,1,100,6,bhmf,zh-cn
3235,"abhejja",.adj:base.,,,不可分散的$不可分开的$not to be split or divided$,,(grd. of a + bhid,,1,100,7,bhmf,zh-cn
15446,"abhiaraṇa",.n:base.,.nt.,,访问,(visiting)$,caraṇa,,1,100,9,bhmf,zh-cn
6330,"abhibhavana",.n:base.,.nt.,,全面克服$打败$,,,,1,100,11,bhmf,zh-cn
965,"abhibhavanīya",.adj:base.,,,应该全面克服的$,,,,1,100,13,bhmf,zh-cn
3389,"abhibhavati",.v.,.3p.$.sg.$.pres.,,全面克服$全面征服$,,(abhi全面+bhū 变成+a),,1,100,11,bhmf,zh-cn
18533,"abhibhavi",.v.,.aor.,abhibhavati,,,,,1,100,9,bhmf,zh-cn
10650,"abhibhāyatana",.n:base.,.nt.,,胜处$,,(abhibhū胜+āyatana处)﹐,,1,100,13,bhmf,zh-cn
11284,"abhibhū",.n:base.,.m.,,$征服者$大君主$,,abhi+bhū,全面+变成,1,100,7,bhmf,zh-cn
2879,"abhibhūta",.adj:base.,.pp.,"abhibhavati "," 已击败$已打败$",,,,1,100,9,bhmf,zh-cn
3390,"abhidhamati",.v.,.3p.$.sg.$.pres.,,吹$,,(abhi全面+dham)(梵dham/ dhmā)吹+a),,1,100,11,bhmf,zh-cn
18534,"abhidhami",.v.,.aor.,abhidhamati,,,,,1,100,9,bhmf,zh-cn
10660,"abhidhamma",.n:base.,.m.,,超胜的法$对法$阿毘达摩$论藏$,,(abhi超胜﹑对+dhamma法),,1,100,10,bhmf,zh-cn
12348,"abhidhammapiṭaka",,,,‘阿毘达摩’,saṃgāyanassa pucchā vissajjanā$cs:p$2)︰dhammātireka dhammavisesaṭṭhena bhante abhidhammoti vuccati$大德！超越法与有别於法之义$称为$,,,1,100,16,bhmf,zh-cn
7764,"abhidhammatthasaṅgaha",.n:base.,.m.,,《摄阿毘达摩义论》阿耨楼陀尊者$约11~12世纪上半期的人$所著$是巴利佛教中一部最精拔的作品$文简义丰$叙述了各种重要的法相$有系统地介绍了全部论藏的纲要书$,,,,1,100,21,bhmf,zh-cn
19151,"abhidhammika",.adj:base.,,,论藏师$,,abhidhamma,,1,100,12,bhmf,zh-cn
