4,Aṭṭhakathā,45
2,Leḍī sayādo gantha-saṅgaho,0
4,Niruttidīpanīpāṭha,22
4,Paramatthadīpanī,23
4,Anudīpanīpāṭha,24
4,Paṭṭhānuddesa dīpanīpāṭha,25
2,Buddha-vandanā gantha-saṅgaho,0
4,Namakkārapāḷi,1
4,Mahāpaṇāmapāṭha(Buddhavandanā),2
4,Lakkhaṇāto,3
4,Suttavandanā,4
4,Jinālaṅkāra,5
4,Kamalāñjali,6
4,Pajjamadhu,7
4,Buddhaguṇagāthāvalī,8
2,Vaṃsa-gantha-saṅgaho,0
4,Cūḷaganthavaṃsapāḷi,61
4,Sāsanavaṃsappadīpikā,62
4,Mahāvaṃsapāḷi,63
2,Byākaraṇa gantha-saṅgaho,0
4,Moggallānasuttapāṭho,13
4,Kaccāyanabyākaraṇaṃ,14
4,Saddanītippakaraṇaṃ (padamālā),15
4,Saddanītippakaraṇaṃ,16
4,Padarūpasiddhi,17
4,Moggallāna pañcikā ṭīkā,18
4,Payogasiddhipāḷi,19
4,Vuttodayaṃ,20
4,Abhidhānappadīpikā,21
4,Abhidhānappadīpikāṭīkā,9
4,Subodhālaṅkāro,10
4,Subodhālaṅkāraṭīkā,11
4,Bālāvatāra,12
2,Nīti-gantha-saṅgaho,0
4,Kavidappaṇanīti,27
4,Nītimañjarī,28
4,Dhammanīti,29
4,Mahārahanīti,30
4,Lokanīti,31
4,Suttantanīti,32
4,Sūrassatīnīti,33
4,Cāṇakyanītipāḷi,34
4,Naradakkhadīpanī,35
4,Caturārakkhadīpanī,26
2,Pakiṇṇaka-gantha-saṅgaho,0
4,Rasavāhinī,36
4,Sīmavisodhanī,37
4,Vessantarāgīti,38
2,Sihaḷa-gantha-saṅgaho,0
4,Vuttisametā,52
4,Thupavaṃso,53
4,Dāṭhāvaṃso,54
4,Dhātupāṭha vilāsiniyā,55
4,Dhātuvaṃso,56
4,Hatthavanagallavihāra vaṃso,57
4,Jinacaritaya,58
4,Jinavaṃsadīpaṃ,59
4,Telakaṭāhagāthā,60
4,Milidaṭīkā,46
4,Padamañjarī,47
4,Padasādhanaṃ,48
4,Saddabindu pakaraṇaṃ,49
4,Kaccāyana dhātu mañjūsā,50
4,Samantakūṭavaṇṇanā,51
