id,book,par_num,100,class,title,text,auther
NULL,93,444,100,bodytext,,,庄春江
NULL,93,445,100,bodytext,,,庄春江
NULL,93,446,100,bodytext,,,庄春江
NULL,93,447,100,bodytext,,,庄春江
NULL,93,448,100,bodytext,,,庄春江
NULL,93,449,100,bodytext,,,庄春江
NULL,93,450,100,bodytext,,,庄春江
NULL,93,451,100,bodytext,,,庄春江
NULL,93,452,4,subhead,Dvelakkhaṇādassanaṃ,二相的未见,庄春江
NULL,93,453,100,bodytext,,,庄春江
NULL,93,454,100,bodytext,,,庄春江
NULL,93,455,100,bodytext,,,庄春江
NULL,93,456,100,bodytext,,,庄春江
NULL,93,457,100,bodytext,,,庄春江
NULL,93,458,4,subhead,Pokkharasātibuddhupasaṅkamanaṃ,玻科勒沙低往见佛陀,庄春江
NULL,93,459,100,bodytext,,,庄春江
NULL,93,460,100,bodytext,,,庄春江
NULL,93,461,100,bodytext,,,庄春江
NULL,93,462,100,bodytext,,,庄春江
NULL,93,463,100,bodytext,,,庄春江
NULL,93,464,100,bodytext,,,庄春江
NULL,93,465,100,bodytext,,,庄春江
NULL,93,466,4,subhead,Pokkharasātiupāsakattapaṭivedanā,玻科勒沙低-作为优婆塞的陈述,庄春江
NULL,93,467,100,bodytext,,,庄春江
NULL,93,468,100,centered,,,庄春江
NULL,93,469,2,chapter,4. Soṇadaṇḍasuttaṃ,4、犬杖经,庄春江
NULL,93,470,4,subhead,Campeyyakabrāhmaṇagahapatikā,瞻波城的婆罗门、屋主,庄春江
NULL,93,471,100,bodytext,,,庄春江
NULL,93,472,100,bodytext,,,庄春江
NULL,93,473,100,bodytext,,,庄春江
NULL,93,474,4,subhead,Soṇadaṇḍaguṇakathā,犬杖的种种谈说,庄春江
NULL,93,475,100,bodytext,,,庄春江
NULL,93,476,100,bodytext,,,庄春江
NULL,93,477,100,bodytext,,,庄春江
NULL,93,478,100,bodytext,,,庄春江
NULL,93,479,100,bodytext,,,庄春江
NULL,93,480,100,bodytext,,,庄春江
NULL,93,481,100,bodytext,,,庄春江
NULL,93,482,100,bodytext,,,庄春江
NULL,93,483,100,bodytext,,,庄春江
NULL,93,484,100,bodytext,,,庄春江
NULL,93,485,100,bodytext,,,庄春江
NULL,93,486,100,bodytext,,,庄春江
NULL,93,487,100,bodytext,,,庄春江
NULL,93,488,4,subhead,Buddhaguṇakathā,佛陀的种种谈说,庄春江
NULL,93,489,100,bodytext,,,庄春江
NULL,93,490,100,bodytext,,,庄春江
NULL,93,491,100,bodytext,,,庄春江
NULL,93,492,100,bodytext,,,庄春江
NULL,93,493,100,bodytext,,,庄春江
NULL,93,494,100,bodytext,,,庄春江
NULL,93,495,100,bodytext,,,庄春江
NULL,93,496,100,bodytext,,,庄春江
NULL,93,497,100,bodytext,,,庄春江
NULL,93,498,100,bodytext,,,庄春江
NULL,93,499,100,bodytext,,,庄春江
NULL,93,500,100,bodytext,,,庄春江
NULL,93,501,100,bodytext,,,庄春江
NULL,93,502,100,bodytext,,,庄春江
NULL,93,503,100,bodytext,,,庄春江
NULL,93,504,100,bodytext,,,庄春江
NULL,93,505,100,bodytext,,,庄春江
NULL,93,506,100,bodytext,,,庄春江
NULL,93,507,100,bodytext,,,庄春江
NULL,93,508,100,bodytext,,,庄春江
NULL,93,509,100,bodytext,,,庄春江
NULL,93,510,100,bodytext,,,庄春江
NULL,93,511,100,bodytext,,,庄春江
NULL,93,512,100,bodytext,,,庄春江
NULL,93,513,100,bodytext,,,庄春江
NULL,93,514,100,bodytext,,,庄春江
NULL,93,515,100,bodytext,,,庄春江
NULL,93,516,100,bodytext,,,庄春江
NULL,93,517,100,bodytext,,,庄春江
NULL,93,518,100,bodytext,,,庄春江
NULL,93,519,100,bodytext,,,庄春江
NULL,93,520,4,subhead,Soṇadaṇḍaparivitakko,犬杖的深思,庄春江
NULL,93,521,100,bodytext,,,庄春江
NULL,93,522,100,bodytext,,,庄春江
NULL,93,523,100,bodytext,,,庄春江
NULL,93,524,4,subhead,Brāhmaṇapaññatti,婆罗门的安立,庄春江
NULL,93,525,100,bodytext,,,庄春江
NULL,93,526,100,bodytext,,,庄春江
NULL,93,527,100,bodytext,,,庄春江
NULL,93,528,100,bodytext,,,庄春江
NULL,93,529,100,bodytext,,,庄春江
NULL,93,530,100,bodytext,,,庄春江
NULL,93,531,100,bodytext,,,庄春江
NULL,93,532,100,bodytext,,,庄春江
NULL,93,533,100,bodytext,,,庄春江
NULL,93,534,100,bodytext,,,庄春江
NULL,93,535,4,subhead,Sīlapaññākathā,戒、慧的谈说,庄春江
NULL,93,536,100,bodytext,,,庄春江
NULL,93,537,100,bodytext,,,庄春江
NULL,93,538,4,subhead,Soṇadaṇḍaupāsakattapaṭivedanā,犬杖-作为优婆塞的陈述,庄春江
NULL,93,539,100,bodytext,,,庄春江
NULL,93,540,100,bodytext,,,庄春江
NULL,93,541,100,bodytext,,,庄春江
NULL,93,542,100,bodytext,,,庄春江
NULL,93,543,100,centered,,,庄春江
NULL,93,544,2,chapter,5. Kūṭadantasuttaṃ,5、古得旦得经,庄春江
NULL,93,545,4,subhead,Khāṇumatakabrāhmaṇagahapatikā,柯奴玛得的婆罗门、屋主,庄春江
NULL,93,546,100,bodytext,,,庄春江
NULL,93,547,100,bodytext,,,庄春江
NULL,93,548,100,bodytext,,,庄春江
NULL,93,549,100,bodytext,,,庄春江
NULL,93,550,100,bodytext,,,庄春江
NULL,93,551,100,bodytext,,,庄春江
NULL,93,552,100,bodytext,,,庄春江
NULL,93,553,4,subhead,Kūṭadantaguṇakathā,古得旦得的种种谈说,庄春江
NULL,93,554,100,bodytext,,,庄春江
NULL,93,555,100,bodytext,,,庄春江
NULL,93,556,100,bodytext,,,庄春江
NULL,93,557,100,bodytext,,,庄春江
