id,book,par_num,100,class,title,text,author
NULL,94,55,4,subhead,Dvattiṃsamahāpurisalakkhaṇā,三十二大丈夫相,庄春江
NULL,94,56,100,bodytext,,,庄春江
NULL,94,57,100,bodytext,,,庄春江
NULL,94,58,100,bodytext,,,庄春江
NULL,94,59,100,bodytext,,,庄春江
NULL,94,60,100,bodytext,,,庄春江
NULL,94,61,100,bodytext,,,庄春江
NULL,94,62,100,bodytext,,,庄春江
NULL,94,63,100,bodytext,,,庄春江
NULL,94,64,100,bodytext,,,庄春江
NULL,94,65,100,bodytext,,,庄春江
NULL,94,66,100,bodytext,,,庄春江
NULL,94,67,100,bodytext,,,庄春江
NULL,94,68,100,bodytext,,,庄春江
NULL,94,69,100,bodytext,,,庄春江
NULL,94,70,100,bodytext,,,庄春江
NULL,94,71,100,bodytext,,,庄春江
NULL,94,72,100,bodytext,,,庄春江
NULL,94,73,100,bodytext,,,庄春江
NULL,94,74,100,bodytext,,,庄春江
NULL,94,75,100,bodytext,,,庄春江
NULL,94,76,100,bodytext,,,庄春江
NULL,94,77,100,bodytext,,,庄春江
NULL,94,78,100,bodytext,,,庄春江
NULL,94,79,100,bodytext,,,庄春江
NULL,94,80,100,bodytext,,,庄春江
NULL,94,81,100,bodytext,,,庄春江
NULL,94,82,100,bodytext,,,庄春江
NULL,94,83,100,bodytext,,,庄春江
NULL,94,84,100,bodytext,,,庄春江
NULL,94,85,100,bodytext,,,庄春江
NULL,94,86,100,bodytext,,,庄春江
NULL,94,87,100,bodytext,,,庄春江
NULL,94,88,100,bodytext,,,庄春江
NULL,94,89,100,bodytext,,,庄春江
NULL,94,90,100,bodytext,,,庄春江
NULL,94,91,4,subhead,Vipassīsamaññā,毗婆尸的称呼,庄春江
NULL,94,92,100,bodytext,,,庄春江
NULL,94,93,100,bodytext,,,庄春江
NULL,94,94,100,bodytext,,,庄春江
NULL,94,95,100,bodytext,,,庄春江
NULL,94,96,100,bodytext,,,庄春江
NULL,94,97,100,bodytext,,,庄春江
NULL,94,98,100,centered,,,庄春江
NULL,94,99,4,subhead,Jiṇṇapuriso,老年人,庄春江
NULL,94,100,100,bodytext,,,庄春江
NULL,94,101,100,bodytext,,,庄春江
NULL,94,102,100,bodytext,,,庄春江
NULL,94,103,100,bodytext,,,庄春江
NULL,94,104,4,subhead,Byādhitapuriso,病人,庄春江
NULL,94,105,100,bodytext,,,庄春江
NULL,94,106,100,bodytext,,,庄春江
NULL,94,107,100,bodytext,,,庄春江
NULL,94,108,100,bodytext,,,庄春江
NULL,94,109,100,bodytext,,,庄春江
NULL,94,110,4,subhead,Kālaṅkatapuriso,死人,庄春江
NULL,94,111,100,bodytext,,,庄春江
NULL,94,112,100,bodytext,,,庄春江
NULL,94,113,100,bodytext,,,庄春江
NULL,94,114,100,bodytext,,,庄春江
NULL,94,115,4,subhead,Pabbajito,出家,庄春江
NULL,94,116,100,bodytext,,,庄春江
NULL,94,117,100,bodytext,,,庄春江
NULL,94,118,100,bodytext,,,庄春江
NULL,94,119,4,subhead,Bodhisattapabbajjā,菩萨出家,庄春江
NULL,94,120,100,bodytext,,,庄春江
NULL,94,121,4,subhead,Mahājanakāyaanupabbajjā,大群众跟随出家,庄春江
NULL,94,122,100,bodytext,,,庄春江
NULL,94,123,100,bodytext,,,庄春江
NULL,94,124,100,bodytext,,,庄春江
NULL,94,125,4,subhead,Bodhisattaabhiniveso,菩萨-上安住,庄春江
NULL,94,126,100,bodytext,,,庄春江
NULL,94,127,100,bodytext,,,庄春江
NULL,94,128,100,bodytext,,,庄春江
NULL,94,129,100,bodytext,,,庄春江
NULL,94,130,100,bodytext,,,庄春江
NULL,94,131,100,bodytext,,,庄春江
NULL,94,132,100,bodytext,,,庄春江
NULL,94,133,100,bodytext,,,庄春江
NULL,94,134,100,bodytext,,,庄春江
NULL,94,135,100,bodytext,,,庄春江
NULL,94,136,100,bodytext,,,庄春江
NULL,94,137,100,bodytext,,,庄春江
NULL,94,138,100,bodytext,,,庄春江
NULL,94,139,100,bodytext,,,庄春江
NULL,94,140,100,bodytext,,,庄春江
NULL,94,141,100,bodytext,,,庄春江
NULL,94,142,100,bodytext,,,庄春江
NULL,94,143,100,bodytext,,,庄春江
NULL,94,144,100,bodytext,,,庄春江
NULL,94,145,100,bodytext,,,庄春江
NULL,94,146,100,bodytext,,,庄春江
NULL,94,147,100,bodytext,,,庄春江
NULL,94,148,100,bodytext,,,庄春江
NULL,94,149,100,bodytext,,,庄春江
NULL,94,150,100,bodytext,,,庄春江
NULL,94,151,100,bodytext,,,庄春江
NULL,94,152,100,centered,,,庄春江
NULL,94,153,4,subhead,Brahmayācanakathā,梵天劝请的谈说,庄春江
NULL,94,154,100,bodytext,,,庄春江
NULL,94,155,100,bodytext,,,庄春江
NULL,94,156,100,gatha1,,,庄春江
NULL,94,157,100,gathalast,,,庄春江
NULL,94,158,100,gatha1,,,庄春江
NULL,94,159,100,gathalast,,,庄春江
NULL,94,160,100,bodytext,,,庄春江
NULL,94,161,100,bodytext,,,庄春江
NULL,94,162,100,bodytext,,,庄春江
NULL,94,163,100,gatha1,,,庄春江
NULL,94,164,100,gathalast,,,庄春江
NULL,94,165,100,gatha1,,,庄春江
NULL,94,166,100,gathalast,,,庄春江
NULL,94,167,100,bodytext,,,庄春江
NULL,94,168,100,bodytext,,,庄春江
NULL,94,169,100,bodytext,,,庄春江
NULL,94,170,100,bodytext,,,庄春江
NULL,94,171,100,gatha1,,,庄春江
NULL,94,172,100,gathalast,,,庄春江
NULL,94,173,100,gatha1,,,庄春江
NULL,94,174,100,gatha2,,,庄春江
NULL,94,175,100,gatha3,,,庄春江
NULL,94,176,100,gatha2,,,庄春江
NULL,94,177,100,gatha3,,,庄春江
NULL,94,178,100,gathalast,,,庄春江
NULL,94,179,100,bodytext,,,庄春江
NULL,94,180,100,gatha1,,,庄春江
NULL,94,181,100,gatha2,,,庄春江
NULL,94,182,100,gatha3,,,庄春江
NULL,94,183,100,gathalast,,,庄春江
NULL,94,184,100,bodytext,,,庄春江
NULL,94,185,4,subhead,Aggasāvakayugaṃ,最上双弟子,庄春江
NULL,94,186,100,bodytext,,,庄春江
NULL,94,187,100,bodytext,,,庄春江
NULL,94,188,100,bodytext,,,庄春江
NULL,94,189,100,bodytext,,,庄春江
NULL,94,190,100,bodytext,,,庄春江
NULL,94,191,100,bodytext,,,庄春江
NULL,94,192,4,subhead,Mahājanakāyapabbajjā,大群众的出家,庄春江
NULL,94,193,100,bodytext,,,庄春江
NULL,94,194,100,bodytext,,,庄春江
NULL,94,195,100,bodytext,,,庄春江
NULL,94,196,100,bodytext,,,庄春江
NULL,94,197,4,subhead,Purimapabbajitānaṃ dhammābhisamayo,最初出家者的现观,庄春江
NULL,94,198,100,bodytext,,,庄春江
NULL,94,199,100,bodytext,,,庄春江
NULL,94,200,100,bodytext,,,庄春江
NULL,94,201,100,bodytext,,,庄春江
NULL,94,202,4,subhead,Cārikāanujānanaṃ,允许游行,庄春江
NULL,94,203,100,bodytext,,,庄春江
NULL,94,204,100,bodytext,,,庄春江
NULL,94,205,100,bodytext,,,庄春江
NULL,94,206,100,bodytext,,,庄春江
NULL,94,207,100,bodytext,,,庄春江
NULL,94,208,100,bodytext,,,庄春江
NULL,94,209,100,bodytext,,,庄春江
NULL,94,210,100,gatha1,,,庄春江
NULL,94,211,100,gatha2,,,庄春江
NULL,94,212,100,gatha3,,,庄春江
NULL,94,213,100,gathalast,,,庄春江
NULL,94,214,100,gatha1,,,庄春江
NULL,94,215,100,gathalast,,,庄春江
NULL,94,216,100,gatha1,,,庄春江
NULL,94,217,100,gatha2,,,庄春江
NULL,94,218,100,gathalast,,,庄春江
NULL,94,219,4,subhead,Devatārocanaṃ,天神的告示,庄春江
NULL,94,220,100,bodytext,,,庄春江
NULL,94,221,100,bodytext,,,庄春江
NULL,94,222,100,bodytext,,,庄春江
NULL,94,223,100,bodytext,,,庄春江
NULL,94,224,100,bodytext,,,庄春江
NULL,94,225,100,bodytext,,,庄春江
NULL,94,226,100,bodytext,,,庄春江
NULL,94,227,100,bodytext,,,庄春江
NULL,94,228,100,centered,,,庄春江
NULL,94,229,2,chapter,2. Mahānidānasuttaṃ,15、大因缘经,庄春江
NULL,94,230,4,subhead,Paṭiccasamuppādo,缘起,庄春江
NULL,94,231,100,bodytext,,,庄春江
NULL,94,232,100,bodytext,,,庄春江
NULL,94,233,100,bodytext,,,庄春江
NULL,94,234,100,bodytext,,,庄春江
NULL,94,235,100,bodytext,,,庄春江
NULL,94,236,100,bodytext,,,庄春江
NULL,94,237,100,bodytext,,,庄春江
NULL,94,238,100,bodytext,,,庄春江
NULL,94,239,100,bodytext,,,庄春江
NULL,94,240,100,bodytext,,,庄春江
NULL,94,241,100,bodytext,,,庄春江
NULL,94,242,100,bodytext,,,庄春江
NULL,94,243,100,bodytext,,,庄春江
NULL,94,244,100,bodytext,,,庄春江
NULL,94,245,100,bodytext,,,庄春江
NULL,94,246,100,bodytext,,,庄春江
NULL,94,247,100,bodytext,,,庄春江
NULL,94,248,100,bodytext,,,庄春江
NULL,94,249,100,bodytext,,,庄春江
NULL,94,250,100,bodytext,,,庄春江
NULL,94,251,100,bodytext,,,庄春江
NULL,94,252,100,bodytext,,,庄春江
NULL,94,253,100,bodytext,,,庄春江
NULL,94,254,100,bodytext,,,庄春江
NULL,94,255,100,bodytext,,,庄春江
NULL,94,256,100,bodytext,,,庄春江
NULL,94,257,100,bodytext,,,庄春江
NULL,94,258,100,bodytext,,,庄春江
NULL,94,259,100,bodytext,,,庄春江
NULL,94,260,100,bodytext,,,庄春江
NULL,94,261,4,subhead,Attapaññatti,真我之安立,庄春江
NULL,94,262,100,bodytext,,,庄春江
NULL,94,263,100,bodytext,,,庄春江
NULL,94,264,100,bodytext,,,庄春江
NULL,94,265,100,bodytext,,,庄春江
NULL,94,266,100,bodytext,,,庄春江
NULL,94,267,4,subhead,Naattapaññatti,真我之不安立,庄春江
NULL,94,268,100,bodytext,,,庄春江
NULL,94,269,100,bodytext,,,庄春江
NULL,94,270,100,bodytext,,,庄春江
NULL,94,271,100,bodytext,,,庄春江
NULL,94,272,100,bodytext,,,庄春江
NULL,94,273,4,subhead,Attasamanupassanā,真我之认为,庄春江
NULL,94,274,100,bodytext,,,庄春江
NULL,94,275,100,bodytext,,,庄春江
NULL,94,276,100,bodytext,,,庄春江
NULL,94,277,100,bodytext,,,庄春江
NULL,94,278,100,bodytext,,,庄春江
NULL,94,279,100,bodytext,,,庄春江
NULL,94,280,4,subhead,Satta viññāṇaṭṭhiti,七识住,庄春江
NULL,94,281,100,bodytext,,,庄春江
NULL,94,282,100,bodytext,,,庄春江
NULL,94,283,4,subhead,Aṭṭha vimokkhā,（暂缺）,庄春江
NULL,94,284,100,bodytext,,,庄春江
NULL,94,285,100,bodytext,,,庄春江
NULL,94,286,100,centered,,,庄春江
NULL,94,287,2,chapter,3. Mahāparinibbānasuttaṃ,16、大般涅槃经,庄春江
NULL,94,288,100,bodytext,,,庄春江
NULL,94,289,100,bodytext,,,庄春江
NULL,94,290,4,subhead,Vassakārabrāhmaṇo,作雨者婆罗门,庄春江
NULL,94,291,100,bodytext,,,庄春江
NULL,94,292,4,subhead,Rājaaparihāniyadhammā,国王-不衰退法,庄春江
NULL,94,293,100,bodytext,,,庄春江
NULL,94,294,100,bodytext,,,庄春江
NULL,94,295,100,bodytext,,,庄春江
NULL,94,296,100,bodytext,,,庄春江
NULL,94,297,100,bodytext,,,庄春江
NULL,94,298,100,centered,,,庄春江
NULL,94,299,100,bodytext,,,庄春江
NULL,94,300,100,bodytext,,,庄春江
NULL,94,301,100,bodytext,,,庄春江
NULL,94,302,100,bodytext,,,庄春江
NULL,94,303,4,subhead,Bhikkhuaparihāniyadhammā,比丘-不衰退法,庄春江
NULL,94,304,100,bodytext,,,庄春江
NULL,94,305,100,bodytext,,,庄春江
NULL,94,306,100,bodytext,,,庄春江
NULL,94,307,100,bodytext,,,庄春江
NULL,94,308,100,bodytext,,,庄春江
NULL,94,309,100,bodytext,,,庄春江
NULL,94,310,100,bodytext,,,庄春江
NULL,94,311,100,bodytext,,,庄春江
NULL,94,312,100,bodytext,,,庄春江
NULL,94,313,100,bodytext,,,庄春江
NULL,94,314,100,bodytext,,,庄春江
NULL,94,315,100,bodytext,,,庄春江
NULL,94,316,100,bodytext,,,庄春江
NULL,94,317,100,bodytext,,,庄春江
NULL,94,318,100,bodytext,,,庄春江
NULL,94,319,100,bodytext,,,庄春江
NULL,94,320,100,bodytext,,,庄春江
NULL,94,321,100,bodytext,,,庄春江
NULL,94,322,100,bodytext,,,庄春江
NULL,94,323,100,bodytext,,,庄春江
NULL,94,324,100,bodytext,,,庄春江
NULL,94,325,100,bodytext,,,庄春江
NULL,94,326,100,bodytext,,,庄春江
NULL,94,327,100,bodytext,,,庄春江
NULL,94,328,100,bodytext,,,庄春江
NULL,94,329,100,bodytext,,,庄春江
NULL,94,330,100,bodytext,,,庄春江
NULL,94,331,100,bodytext,,,庄春江
NULL,94,332,100,bodytext,,,庄春江
NULL,94,333,100,bodytext,,,庄春江
NULL,94,334,100,bodytext,,,庄春江
NULL,94,335,100,bodytext,,,庄春江
NULL,94,336,100,bodytext,,,庄春江
NULL,94,337,100,bodytext,,,庄春江
NULL,94,338,100,bodytext,,,庄春江
NULL,94,339,100,bodytext,,,庄春江
NULL,94,340,4,subhead,Sāriputtasīhanādo,舍利弗的狮子吼,庄春江
NULL,94,341,100,bodytext,,,庄春江
NULL,94,342,100,bodytext,,,庄春江
NULL,94,343,100,bodytext,,,庄春江
NULL,94,344,100,bodytext,,,庄春江
NULL,94,345,100,bodytext,,,庄春江
NULL,94,346,100,bodytext,,,庄春江
NULL,94,347,100,bodytext,,,庄春江
NULL,94,348,4,subhead,Dussīlaādīnavā,破戒（坏品德）的过患,庄春江
NULL,94,349,100,bodytext,,,庄春江
NULL,94,350,100,bodytext,,,庄春江
NULL,94,351,100,bodytext,,,庄春江
NULL,94,352,100,bodytext,,,庄春江
NULL,94,353,100,bodytext,,,庄春江
NULL,94,354,100,bodytext,,,庄春江
NULL,94,355,4,subhead,Sīlavanttaānisaṃsā,持戒（有品德）的效益,庄春江
NULL,94,356,100,bodytext,,,庄春江
NULL,94,357,100,bodytext,,,庄春江
NULL,94,358,100,bodytext,,,庄春江
NULL,94,359,100,bodytext,,,庄春江
NULL,94,360,100,bodytext,,,庄春江
NULL,94,361,100,bodytext,,,庄春江
NULL,94,362,4,subhead,Pāṭaliputtanagaramāpanaṃ,华氏城的建筑,庄春江
NULL,94,363,100,bodytext,,,庄春江
NULL,94,364,100,bodytext,,,庄春江
NULL,94,365,100,bodytext,,,庄春江
NULL,94,366,100,gatha1,,,庄春江
NULL,94,367,100,gathalast,,,庄春江
NULL,94,368,100,gatha1,,,庄春江
NULL,94,369,100,gathalast,,,庄春江
NULL,94,370,100,gatha1,,,庄春江
NULL,94,371,100,gathalast,,,庄春江
NULL,94,372,100,bodytext,,,庄春江
NULL,94,373,100,bodytext,,,庄春江
NULL,94,374,100,gatha1,,,庄春江
NULL,94,375,100,gathalast,,,庄春江
NULL,94,376,100,centered,,,庄春江
NULL,94,377,4,subhead,Ariyasaccakathā,圣谛的谈说,庄春江
NULL,94,378,100,bodytext,,,庄春江
NULL,94,379,100,bodytext,,,庄春江
NULL,94,380,100,gatha1,,,庄春江
NULL,94,381,100,gathalast,,,庄春江
NULL,94,382,100,gatha1,,,庄春江
NULL,94,383,100,gathalast,,,庄春江
NULL,94,384,100,bodytext,,,庄春江
NULL,94,385,4,subhead,Anāvattidhammasambodhiparāyaṇā,不还者与以正觉为彼岸,庄春江
NULL,94,386,100,bodytext,,,庄春江
NULL,94,387,100,bodytext,,,庄春江
NULL,94,388,4,subhead,Dhammādāsadhammapariyāyā,法镜法门,庄春江
NULL,94,389,100,bodytext,,,庄春江
NULL,94,390,100,bodytext,,,庄春江
NULL,94,391,100,bodytext,,,庄春江
NULL,94,392,100,bodytext,,,庄春江
NULL,94,393,100,bodytext,,,庄春江
NULL,94,394,100,bodytext,,,庄春江
NULL,94,395,100,bodytext,,,庄春江
NULL,94,396,100,bodytext,,,庄春江
NULL,94,397,100,bodytext,,,庄春江
NULL,94,398,100,bodytext,,,庄春江
NULL,94,399,100,bodytext,,,庄春江
NULL,94,400,100,bodytext,,,庄春江
NULL,94,401,4,subhead,Ambapālīgaṇikā,艺妓蓭婆巴利,庄春江
NULL,94,402,100,bodytext,,,庄春江
NULL,94,403,100,bodytext,,,庄春江
NULL,94,404,100,bodytext,,,庄春江
NULL,94,405,100,bodytext,,,庄春江
NULL,94,406,4,subhead,Veḷuvagāmavassūpagamanaṃ,在木瓜树村进入雨季安居,庄春江
NULL,94,407,100,bodytext,,,庄春江
NULL,94,408,100,bodytext,,,庄春江
NULL,94,409,100,bodytext,,,庄春江
NULL,94,410,100,centered,,,庄春江
NULL,94,411,4,subhead,Nimittobhāsakathā,征相与暗示的谈说,庄春江
NULL,94,412,100,bodytext,,,庄春江
NULL,94,413,100,bodytext,,,庄春江
NULL,94,414,4,subhead,Mārayācanakathā,魔请求的谈说,庄春江
NULL,94,415,100,bodytext,,,庄春江
NULL,94,416,100,bodytext,,,庄春江
NULL,94,417,100,bodytext,,,庄春江
NULL,94,418,100,bodytext,,,庄春江
NULL,94,419,100,bodytext,,,庄春江
NULL,94,420,100,bodytext,,,庄春江
NULL,94,421,4,subhead,Āyusaṅkhāraossajjanaṃ,寿行的舍弃,庄春江
NULL,94,422,100,bodytext,,,庄春江
NULL,94,423,100,gatha1,,,庄春江
NULL,94,424,100,gathalast,,,庄春江
NULL,94,425,4,subhead,Mahābhūmicālahetu,大地震的原因,庄春江
NULL,94,426,100,bodytext,,,庄春江
NULL,94,427,100,bodytext,,,庄春江
NULL,94,428,100,bodytext,,,庄春江
NULL,94,429,100,bodytext,,,庄春江
NULL,94,430,100,bodytext,,,庄春江
NULL,94,431,100,bodytext,,,庄春江
NULL,94,432,100,bodytext,,,庄春江
NULL,94,433,100,bodytext,,,庄春江
NULL,94,434,100,bodytext,,,庄春江
NULL,94,435,100,bodytext,,,庄春江
NULL,94,436,4,subhead,Aṭṭha parisā,八众,庄春江
NULL,94,437,100,bodytext,,,庄春江
NULL,94,438,4,subhead,Aṭṭha abhibhāyatanāni,八胜处,庄春江
NULL,94,439,100,bodytext,,,庄春江
NULL,94,440,100,bodytext,,,庄春江
NULL,94,441,100,bodytext,,,庄春江
NULL,94,442,100,bodytext,,,庄春江
NULL,94,443,100,bodytext,,,庄春江
NULL,94,444,100,bodytext,,,庄春江
NULL,94,445,100,bodytext,,,庄春江
NULL,94,446,100,bodytext,,,庄春江
NULL,94,447,4,subhead,Aṭṭha vimokkhā,八解脱,庄春江
NULL,94,448,100,bodytext,,,庄春江
NULL,94,449,100,bodytext,,,庄春江
NULL,94,450,100,bodytext,,,庄春江
NULL,94,451,100,bodytext,,,庄春江
NULL,94,452,100,bodytext,,,庄春江
NULL,94,453,100,bodytext,,,庄春江
NULL,94,454,100,bodytext,,,庄春江
NULL,94,455,100,bodytext,,,庄春江
NULL,94,456,100,bodytext,,,庄春江
NULL,94,457,4,subhead,Ānandayācanakathā,阿难请求的谈说,庄春江
NULL,94,458,100,bodytext,,,庄春江
NULL,94,459,100,bodytext,,,庄春江
NULL,94,460,100,bodytext,,,庄春江
NULL,94,461,100,bodytext,,,庄春江
NULL,94,462,100,bodytext,,,庄春江
NULL,94,463,100,bodytext,,,庄春江
NULL,94,464,100,bodytext,,,庄春江
NULL,94,465,100,bodytext,,,庄春江
NULL,94,466,100,bodytext,,,庄春江
NULL,94,467,100,bodytext,,,庄春江
NULL,94,468,100,bodytext,,,庄春江
NULL,94,469,100,gatha1,,,庄春江
NULL,94,470,100,gathalast,,,庄春江
NULL,94,471,100,gatha1,,,庄春江
NULL,94,472,100,gathalast,,,庄春江
NULL,94,473,100,gatha1,,,庄春江
NULL,94,474,100,gathalast,,,庄春江
NULL,94,475,100,centered,,,庄春江
NULL,94,476,4,subhead,Nāgāpalokitaṃ,龙象回顾,庄春江
NULL,94,477,100,bodytext,,,庄春江
NULL,94,478,100,bodytext,,,庄春江
NULL,94,479,100,gatha1,,,庄春江
NULL,94,480,100,gathalast,,,庄春江
NULL,94,481,100,gatha1,,,庄春江
NULL,94,482,100,gathalast,,,庄春江
NULL,94,483,100,bodytext,,,庄春江
NULL,94,484,4,subhead,Catumahāpadesakathā,四大法教,庄春江
NULL,94,485,100,bodytext,,,庄春江
NULL,94,486,100,bodytext,,,庄春江
NULL,94,487,100,bodytext,,,庄春江
NULL,94,488,100,bodytext,,,庄春江
NULL,94,489,100,bodytext,,,庄春江
NULL,94,490,100,bodytext,,,庄春江
NULL,94,491,4,subhead,Kammāraputtacundavatthu,铁匠之子纯陀的事,庄春江
NULL,94,492,100,bodytext,,,庄春江
NULL,94,493,100,bodytext,,,庄春江
NULL,94,494,100,bodytext,,,庄春江
NULL,94,495,100,gatha1,,,庄春江
NULL,94,496,100,gathalast,,,庄春江
NULL,94,497,100,gatha1,,,庄春江
NULL,94,498,100,gatha2,,,庄春江
NULL,94,499,100,gatha3,,,庄春江
NULL,94,500,100,gathalast,,,庄春江
NULL,94,501,4,subhead,Pānīyāharaṇaṃ,取水,庄春江
NULL,94,502,100,bodytext,,,庄春江
NULL,94,503,100,bodytext,,,庄春江
NULL,94,504,100,bodytext,,,庄春江
NULL,94,505,4,subhead,Pukkusamallaputtavatthu,末罗人之子晡古色的事,庄春江
NULL,94,506,100,bodytext,,,庄春江
NULL,94,507,100,bodytext,,,庄春江
NULL,94,508,100,bodytext,,,庄春江
NULL,94,509,100,bodytext,,,庄春江
NULL,94,510,100,bodytext,,,庄春江
NULL,94,511,100,bodytext,,,庄春江
NULL,94,512,100,bodytext,,,庄春江
NULL,94,513,100,gatha1,,,庄春江
NULL,94,514,100,gathalast,,,庄春江
NULL,94,515,100,bodytext,,,庄春江
NULL,94,516,100,bodytext,,,庄春江
NULL,94,517,100,gatha1,,,庄春江
NULL,94,518,100,gatha2,,,庄春江
NULL,94,519,100,gatha3,,,庄春江
NULL,94,520,100,gathalast,,,庄春江
NULL,94,521,100,gatha1,,,庄春江
NULL,94,522,100,gatha2,,,庄春江
NULL,94,523,100,gatha3,,,庄春江
NULL,94,524,100,gathalast,,,庄春江
NULL,94,525,100,gatha1,,,庄春江
NULL,94,526,100,gatha2,,,庄春江
NULL,94,527,100,gatha3,,,庄春江
NULL,94,528,100,gathalast,,,庄春江
NULL,94,529,100,gatha1,,,庄春江
NULL,94,530,100,gathalast,,,庄春江
NULL,94,531,100,bodytext,,,庄春江
NULL,94,532,100,gatha1,,,庄春江
NULL,94,533,100,gatha2,,,庄春江
NULL,94,534,100,gatha3,,,庄春江
NULL,94,535,100,gathalast,,,庄春江
NULL,94,536,100,centered,,,庄春江
NULL,94,537,4,subhead,Yamakasālā,双沙罗树,庄春江
NULL,94,538,100,bodytext,,,庄春江
NULL,94,539,100,bodytext,,,庄春江
NULL,94,540,100,bodytext,,,庄春江
NULL,94,541,4,subhead,Upavāṇatthero,优波哇那上座,庄春江
NULL,94,542,100,bodytext,,,庄春江
NULL,94,543,100,bodytext,,,庄春江
NULL,94,544,100,bodytext,,,庄春江
NULL,94,545,100,bodytext,,,庄春江
NULL,94,546,4,subhead,Catusaṃvejanīyaṭṭhānāni,四个能激起宗教信仰心之处,庄春江
NULL,94,547,100,bodytext,,,庄春江
NULL,94,548,100,bodytext,,,庄春江
NULL,94,549,100,bodytext,,,庄春江
NULL,94,550,4,subhead,Ānandapucchākathā,阿难问题的谈说,庄春江
NULL,94,551,100,bodytext,,,庄春江
NULL,94,552,100,bodytext,,,庄春江
NULL,94,553,100,bodytext,,,庄春江
NULL,94,554,4,subhead,Thūpārahapuggalo,值得领受塔的人,庄春江
NULL,94,555,100,bodytext,,,庄春江
NULL,94,556,100,bodytext,,,庄春江
NULL,94,557,100,bodytext,,,庄春江
NULL,94,558,100,bodytext,,,庄春江
NULL,94,559,100,bodytext,,,庄春江
NULL,94,560,4,subhead,Ānandaacchariyadhammo,阿难的未曾有法,庄春江
NULL,94,561,100,bodytext,,,庄春江
NULL,94,562,100,bodytext,,,庄春江
NULL,94,563,100,bodytext,,,庄春江
NULL,94,564,100,bodytext,,,庄春江
NULL,94,565,4,subhead,Mahāsudassanasuttadesanā,大善见经的教导,庄春江
NULL,94,566,100,bodytext,,,庄春江
NULL,94,567,100,bodytext,,,庄春江
NULL,94,568,100,bodytext,,,庄春江
NULL,94,569,4,subhead,Mallānaṃ vandanā,末罗人的礼拜,庄春江
NULL,94,570,100,bodytext,,,庄春江
NULL,94,571,4,subhead,Subhaddaparibbājakavatthu,游行者须跋陀的事,庄春江
NULL,94,572,100,bodytext,,,庄春江
NULL,94,573,100,bodytext,,,庄春江
NULL,94,574,100,bodytext,,,庄春江
NULL,94,575,100,gatha1,,,庄春江
NULL,94,576,100,gatha2,,,庄春江
NULL,94,577,100,gatha3,,,庄春江
NULL,94,578,100,gathalast,,,庄春江
NULL,94,579,100,gatha1,,,庄春江
NULL,94,580,100,gathalast,,,庄春江
NULL,94,581,100,bodytext,,,庄春江
