id,book,par_num,level,class,title,text,tran
202673,103,740,4,subhead,Ajitakesakambalavādavaṇṇanā,阿夷多翅捨欽婆羅之論註,system
202680,103,747,4,subhead,Pakudhakaccāyanavādavaṇṇanā,浮陀迦旃延之論註,system
202682,103,749,4,subhead,Nigaṇṭhanāṭaputtavādavaṇṇanā,尼幹子若提子之論註,system
202684,103,751,4,subhead,Sañcayabelaṭṭhaputtavādavaṇṇanā,散惹耶毗羅梨子之論註,system
202686,103,753,4,subhead,Paṭhamasandiṭṭhikasāmaññaphalavaṇṇanā,第一個當生看得見的沙門果註,system
202693,103,760,4,subhead,Dutiyasandiṭṭhikasāmaññaphalavaṇṇanā,第二個當生看得見的沙門果註,system
202696,103,763,4,subhead,Paṇītatarasāmaññaphalavaṇṇanā,更勝妙的沙門果註,system
202757,103,824,4,subhead,Cūḷasīlavaṇṇanā,小戒註,system
202760,103,827,4,subhead,Indriyasaṃvarakathā,根的自製註,system
202762,103,829,4,subhead,Satisampajaññakathā,正念與正知註,system
202824,103,891,4,subhead,Santosakathā,知足註,system
202847,103,914,4,subhead,Nīvaraṇappahānakathā,（暫缺）註,system
202869,103,936,4,subhead,Paṭhamajjhānakathā,初禪註,system
202872,103,939,4,subhead,Dutiyajjhānakathā,第二禪註,system
202874,103,941,4,subhead,Tatiyajjhānakathā,第三禪註,system
202876,103,943,4,subhead,Catutthajjhānakathā,第四禪註,system
202879,103,946,4,subhead,Vipassanāñāṇakathā,毗婆捨那智註,system
202884,103,951,4,subhead,Manomayiddhiñāṇakathā,意生神通智註,system
202886,103,953,4,subhead,Iddhividhañāṇādikathā,各種神通智註,system
202892,103,959,4,subhead,Āsavakkhayañāṇakathā,煩惱之滅盡智註,system
202903,103,970,4,subhead,Ajātasattuupāsakattapaṭivedanākathā,阿闍世-作為優婆塞的陳述註,system
202964,103,1031,2,chapter,3. Ambaṭṭhasuttavaṇṇanā,3、安玻德經註,system
202975,103,1042,4,subhead,Pokkharasātivatthuvaṇṇanā,玻科勒沙低的事註,system
202984,103,1051,4,subhead,Ambaṭṭhamāṇavakathā,安玻德學生婆羅門註,system
203004,103,1071,4,subhead,Paṭhamaibbhavādavaṇṇanā,第一次卑賤說註,system
203011,103,1078,4,subhead,Dutiyaibbhavādavaṇṇanā,第二次卑賤說註,system
203015,103,1082,4,subhead,Tatiyaibbhavādavaṇṇanā,第三次卑賤說註,system
203018,103,1085,4,subhead,Dāsiputtavādavaṇṇanā,婢女之子說註,system
203041,103,1108,4,subhead,Ambaṭṭhavaṃsakathā,安玻德的種姓說註,system
203047,103,1114,4,subhead,Khattiyaseṭṭhabhāvavaṇṇanā,剎帝利的最勝性註,system
203052,103,1119,4,subhead,Vijjācaraṇakathāvaṇṇanā,明與行之說註,system
203056,103,1123,4,subhead,Catuapāyamukhakathāvaṇṇanā,四個敗散口註,system
203072,103,1139,4,subhead,Pubbakaisibhāvānuyogavaṇṇanā,以前仙人狀態的實行註,system
203080,103,1147,4,subhead,Dvelakkhaṇadassanavaṇṇanā,二相的未見註,system
203088,103,1155,4,subhead,Pokkharasātibuddhūpasaṅkamanavaṇṇanā,玻科勒沙低往見佛陀註,system
203092,103,1159,4,subhead,Pokkharasātiupāsakattapaṭivedanāvaṇṇanā,玻科勒沙低-作為優婆塞的陳述註,system
203096,103,1163,2,chapter,4. Soṇadaṇḍasuttavaṇṇanā,4、犬杖經註,system
203100,103,1167,4,subhead,Soṇadaṇḍaguṇakathā,犬杖的種種談說註,system
203111,103,1178,4,subhead,Buddhaguṇakathā,佛陀的種種談說註,system
203137,103,1204,4,subhead,Soṇadaṇḍaparivitakkavaṇṇanā,犬杖的深思註,system
203139,103,1206,4,subhead,Brāhmaṇapaññattivaṇṇanā,婆羅門的安立註,system
203144,103,1211,4,subhead,Sīlapaññākathāvaṇṇanā,戒、慧的談說註,system
203148,103,1215,4,subhead,Soṇadaṇḍaupāsakattapaṭivedanākathā,犬杖-作為優婆塞的陳述註,system
203152,103,1219,2,chapter,5. Kūṭadantasuttavaṇṇanā,5、古得旦得經註,system
203162,103,1229,4,subhead,Catuparikkhāravaṇṇanā,四個資助註,system
203164,103,1231,4,subhead,Aṭṭhaparikkhāravaṇṇanā,八個資助註,system
203166,103,1233,4,subhead,Catuparikkhārādivaṇṇanā,四個資助註,system
203175,103,1242,4,subhead,Niccadānaanukulayaññavaṇṇanā,經常性施物-隨家牲祭註,system
203200,103,1267,4,subhead,Kūṭadantaupāsakattapaṭivedanāvaṇṇanā,古得旦得-作為優婆塞的陳述註,system
203204,103,1271,2,chapter,6. Mahālisuttavaṇṇanā,6、摩訶裏經註,system
203205,103,1272,4,subhead,Brāhmaṇadūtavatthuvaṇṇanā,婆羅門使者的事註,system
203216,103,1283,4,subhead,Catuariyaphalavaṇṇanā,四種聖者之果註,system
203219,103,1286,4,subhead,Ariyaaṭṭhaṅgikamaggavaṇṇanā,八支聖道註,system
203225,103,1292,4,subhead,Dve pabbajitavatthuvaṇṇanā,二位出家者的事註,system
203229,103,1296,2,chapter,7. Jāliyasuttavaṇṇanā,7、若裏亞經註,system
203230,103,1297,4,subhead,Dve pabbajitavatthuvaṇṇanā,二位出家者的事註,system
203238,103,1305,2,chapter,8. Mahāsīhanādasuttavaṇṇanā,8、獅子吼大經註,system
203239,103,1306,4,subhead,Acelakassapavatthuvaṇṇanā,裸體迦葉的事註,system
203256,103,1323,4,subhead,Samanuyuñjāpanakathāvaṇṇanā,審問的談說註,system
203261,103,1328,4,subhead,Ariyaaṭṭhaṅgikamaggavaṇṇanā,八支聖道註,system
203263,103,1330,4,subhead,Tapopakkamakathāvaṇṇanā,苦行著手者的談說註,system
203271,103,1338,4,subhead,Tapopakkamaniratthakatāvaṇṇanā,無利益的苦行著手者的談說註,system
203275,103,1342,4,subhead,Sīlasamādhipaññāsampadāvaṇṇanā,戒定慧具足註,system
203277,103,1344,4,subhead,Sīhanādakathāvaṇṇanā,獅子吼的談說註,system
203284,103,1351,4,subhead,Titthiyaparivāsakathāvaṇṇanā,外道別住的談說註,system
203291,103,1358,2,chapter,9. Poṭṭhapādasuttavaṇṇanā,9、玻得播達經註,system
203292,103,1359,4,subhead,Poṭṭhapādaparibbājakavatthuvaṇṇanā,遊行者玻得播達的事註,system
203300,103,1367,4,subhead,Abhisaññānirodhakathāvaṇṇanā,增上想滅的談說註,system
203307,103,1374,4,subhead,Ahetukasaññuppādanirodhakathāvaṇṇanā,想生滅有因的談說註,system
203321,103,1388,4,subhead,Saññāattakathāvaṇṇanā,想-真我的談說註,system
203328,103,1395,4,subhead,Cittahatthisāriputtapoṭṭhapādavatthuvaṇṇanā,質多象捨利弗與玻得播達的事註,system
203331,103,1398,4,subhead,Ekaṃsikadhammavaṇṇanā,明確法註,system
203334,103,1401,4,subhead,Tayoattapaṭilābhavaṇṇanā,三種真我取得註,system
203348,103,1415,2,chapter,10. Subhasuttavaṇṇanā,10、蘇玻經註,system
203349,103,1416,4,subhead,Subhamāṇavakavatthuvaṇṇanā,學生婆羅門蘇玻的事註,system
203360,103,1427,4,subhead,Sīlakkhandhavaṇṇanā,戒蘊註,system
203362,103,1429,4,subhead,Samādhikkhandhavaṇṇanā,定蘊註,system
203367,103,1434,2,chapter,11. Kevaṭṭasuttavaṇṇanā,11、給哇得經註,system
203368,103,1435,4,subhead,Kevaṭṭagahapatiputtavatthuvaṇṇanā,屋主之子給哇得的事註,system
203372,103,1439,4,subhead,Iddhipāṭihāriyavaṇṇanā,神通神變註,system
203374,103,1441,4,subhead,Ādesanāpāṭihāriyavaṇṇanā,記心神變註,system
203376,103,1443,4,subhead,Anusāsanīpāṭihāriyavaṇṇanā,教誡神變註,system
203379,103,1446,4,subhead,Bhūtanirodhesakavatthuvaṇṇanā,比丘尋求存在的滅的事註,system
203393,103,1460,2,chapter,12. Lohiccasuttavaṇṇanā,12、羅希者經註,system
203394,103,1461,4,subhead,Lohiccabrāhmaṇavatthuvaṇṇanā,羅希者婆羅門的事註,system
203399,103,1466,4,subhead,Lohiccabrāhmaṇānuyogavaṇṇanā,羅希者婆羅門的實行註,system
203402,103,1469,4,subhead,Tayo codanārahavaṇṇanā,三種適合嗬責者註,system
203406,103,1473,4,subhead,Na codanārahasatthuvaṇṇanā,不適合嗬責的大師註,system
203411,103,1478,2,chapter,13. Tevijjasuttavaṇṇanā,13、三明經註,system
203425,103,1492,4,subhead,Aciravatīnadīupamākathā,阿緻羅筏底河的譬喻註,system
