id,book,par_num,100,class,title,text
NULL,p93,322,100,bodytext,,
NULL,p93,323,100,bodytext,,
NULL,p93,324,100,bodytext,,
NULL,p93,325,100,bodytext,,
NULL,p93,326,100,bodytext,,
NULL,p93,327,4,subhead,Paṭhamajjhānaṃ,初禅
NULL,p93,328,100,bodytext,,
NULL,p93,329,100,bodytext,,
NULL,p93,330,4,subhead,Dutiyajjhānaṃ,第二禅
NULL,p93,331,100,bodytext,,
NULL,p93,332,100,bodytext,,
NULL,p93,333,4,subhead,Tatiyajjhānaṃ,第三禅
NULL,p93,334,100,bodytext,,
NULL,p93,335,100,bodytext,,
NULL,p93,336,4,subhead,Catutthajjhānaṃ,第四禅
NULL,p93,337,100,bodytext,,
NULL,p93,338,100,bodytext,,
NULL,p93,339,4,subhead,Vipassanāñāṇaṃ,毗婆舍那智
NULL,p93,340,100,bodytext,,
NULL,p93,341,100,bodytext,,
NULL,p93,342,4,subhead,Manomayiddhiñāṇaṃ,意生神通智
NULL,p93,343,100,bodytext,,
NULL,p93,344,100,bodytext,,
NULL,p93,345,4,subhead,Iddhividhañāṇaṃ,各种神通智
NULL,p93,346,100,bodytext,,
NULL,p93,347,100,bodytext,,
NULL,p93,348,4,subhead,Dibbasotañāṇaṃ,天耳智
NULL,p93,349,100,bodytext,,
NULL,p93,350,100,bodytext,,
NULL,p93,351,4,subhead,Cetopariyañāṇaṃ,他心智
NULL,p93,352,100,bodytext,,
NULL,p93,353,100,bodytext,,
NULL,p93,354,4,subhead,Pubbenivāsānussatiñāṇaṃ,前世住处之回忆智
NULL,p93,355,100,bodytext,,
NULL,p93,356,100,bodytext,,
NULL,p93,357,4,subhead,Dibbacakkhuñāṇaṃ,天眼智
NULL,p93,358,100,bodytext,,
NULL,p93,359,100,bodytext,,
NULL,p93,360,4,subhead,Āsavakkhayañāṇaṃ,烦恼之灭尽智
NULL,p93,361,100,bodytext,,
NULL,p93,362,100,bodytext,,
NULL,p93,363,4,subhead,Ajātasattuupāsakattapaṭivedanā,阿阇世-作为优婆塞的陈述
NULL,p93,364,100,bodytext,,
NULL,p93,365,100,bodytext,,
NULL,p93,366,100,bodytext,,
NULL,p93,367,100,bodytext,,
NULL,p93,368,100,centered,,
NULL,p93,369,2,chapter,3. Ambaṭṭhasuttaṃ,3、安玻德经
NULL,p93,370,100,bodytext,,
NULL,p93,371,4,subhead,Pokkharasātivatthu,玻科勒沙低的事
NULL,p93,372,100,bodytext,,
NULL,p93,373,4,subhead,Ambaṭṭhamāṇavo,安玻德学生婆罗门
NULL,p93,374,100,bodytext,,
NULL,p93,375,100,bodytext,,
NULL,p93,376,100,bodytext,,
NULL,p93,377,100,bodytext,,
NULL,p93,378,100,bodytext,,
NULL,p93,379,100,bodytext,,
NULL,p93,380,100,bodytext,,
NULL,p93,381,100,bodytext,,
NULL,p93,382,4,subhead,Paṭhamaibbhavādo,第一次卑贱说
NULL,p93,383,100,bodytext,,
NULL,p93,384,100,bodytext,,
NULL,p93,385,4,subhead,Dutiyaibbhavādo,第二次卑贱说
NULL,p93,386,100,bodytext,,
NULL,p93,387,4,subhead,Tatiyaibbhavādo,第三次卑贱说
NULL,p93,388,100,bodytext,,
NULL,p93,389,4,subhead,Dāsiputtavādo,婢女之子说
NULL,p93,390,100,bodytext,,
NULL,p93,391,100,bodytext,,
NULL,p93,392,100,bodytext,,
NULL,p93,393,100,bodytext,,
NULL,p93,394,100,bodytext,,
NULL,p93,395,100,bodytext,,
NULL,p93,396,100,bodytext,,
NULL,p93,397,100,bodytext,,
NULL,p93,398,100,bodytext,,
NULL,p93,399,100,bodytext,,
NULL,p93,400,100,bodytext,,
NULL,p93,401,100,bodytext,,
NULL,p93,402,4,subhead,Ambaṭṭhavaṃsakathā,安玻德的种姓说
NULL,p93,403,100,bodytext,,
NULL,p93,404,100,bodytext,,
NULL,p93,405,100,bodytext,,
NULL,p93,406,4,subhead,Khattiyaseṭṭhabhāvo,刹帝利的最胜性
NULL,p93,407,100,bodytext,,
NULL,p93,408,100,bodytext,,
NULL,p93,409,100,bodytext,,
NULL,p93,410,100,bodytext,,
NULL,p93,411,100,bodytext,,
NULL,p93,412,100,gatha1,,
NULL,p93,413,100,gatha2,,
NULL,p93,414,100,gatha3,,
NULL,p93,415,100,gathalast,,
NULL,p93,416,100,bodytext,,
NULL,p93,417,100,gatha1,,
NULL,p93,418,100,gatha2,,
NULL,p93,419,100,gatha3,,
NULL,p93,420,100,gathalast,,
NULL,p93,421,100,centered,,
NULL,p93,422,4,subhead,Vijjācaraṇakathā,明与行之说
NULL,p93,423,100,bodytext,,
NULL,p93,424,100,bodytext,,
NULL,p93,425,100,bodytext,,
NULL,p93,426,100,bodytext,,
NULL,p93,427,100,bodytext,,
NULL,p93,428,100,bodytext,,
NULL,p93,429,100,bodytext,,
NULL,p93,430,100,bodytext,,
NULL,p93,431,4,subhead,Catuapāyamukhaṃ,四个败散口
NULL,p93,432,100,bodytext,,
NULL,p93,433,100,bodytext,,
NULL,p93,434,100,bodytext,,
NULL,p93,435,100,bodytext,,
NULL,p93,436,100,bodytext,,
NULL,p93,437,100,bodytext,,
NULL,p93,438,100,bodytext,,
NULL,p93,439,100,bodytext,,
NULL,p93,440,100,bodytext,,
NULL,p93,441,100,bodytext,,
NULL,p93,442,4,subhead,Pubbakaisibhāvānuyogo,以前仙人状态的实行
NULL,p93,443,100,bodytext,,
NULL,p93,444,100,bodytext,,
NULL,p93,445,100,bodytext,,
NULL,p93,446,100,bodytext,,
NULL,p93,447,100,bodytext,,
NULL,p93,448,100,bodytext,,
NULL,p93,449,100,bodytext,,
NULL,p93,450,100,bodytext,,
NULL,p93,451,100,bodytext,,
NULL,p93,452,4,subhead,Dvelakkhaṇādassanaṃ,二相的未见
NULL,p93,453,100,bodytext,,
NULL,p93,454,100,bodytext,,
NULL,p93,455,100,bodytext,,
NULL,p93,456,100,bodytext,,
NULL,p93,457,100,bodytext,,
NULL,p93,458,4,subhead,Pokkharasātibuddhupasaṅkamanaṃ,玻科勒沙低往见佛陀
NULL,p93,459,100,bodytext,,
NULL,p93,460,100,bodytext,,
NULL,p93,461,100,bodytext,,
NULL,p93,462,100,bodytext,,
NULL,p93,463,100,bodytext,,
NULL,p93,464,100,bodytext,,
NULL,p93,465,100,bodytext,,
NULL,p93,466,4,subhead,Pokkharasātiupāsakattapaṭivedanā,玻科勒沙低-作为优婆塞的陈述
NULL,p93,467,100,bodytext,,
NULL,p93,468,100,centered,,
NULL,p93,469,2,chapter,4. Soṇadaṇḍasuttaṃ,4、犬杖经
NULL,p93,470,4,subhead,Campeyyakabrāhmaṇagahapatikā,瞻波城的婆罗门、屋主
NULL,p93,471,100,bodytext,,
NULL,p93,472,100,bodytext,,
NULL,p93,473,100,bodytext,,
NULL,p93,474,4,subhead,Soṇadaṇḍaguṇakathā,犬杖的种种谈说
NULL,p93,475,100,bodytext,,
NULL,p93,476,100,bodytext,,
NULL,p93,477,100,bodytext,,
NULL,p93,478,100,bodytext,,
NULL,p93,479,100,bodytext,,
NULL,p93,480,100,bodytext,,
NULL,p93,481,100,bodytext,,
NULL,p93,482,100,bodytext,,
NULL,p93,483,100,bodytext,,
NULL,p93,484,100,bodytext,,
NULL,p93,485,100,bodytext,,
NULL,p93,486,100,bodytext,,
NULL,p93,487,100,bodytext,,
NULL,p93,488,4,subhead,Buddhaguṇakathā,佛陀的种种谈说
NULL,p93,489,100,bodytext,,
NULL,p93,490,100,bodytext,,
NULL,p93,491,100,bodytext,,
NULL,p93,492,100,bodytext,,
NULL,p93,493,100,bodytext,,
NULL,p93,494,100,bodytext,,
NULL,p93,495,100,bodytext,,
NULL,p93,496,100,bodytext,,
NULL,p93,497,100,bodytext,,
NULL,p93,498,100,bodytext,,
NULL,p93,499,100,bodytext,,
NULL,p93,500,100,bodytext,,
NULL,p93,501,100,bodytext,,
NULL,p93,502,100,bodytext,,
NULL,p93,503,100,bodytext,,
NULL,p93,504,100,bodytext,,
NULL,p93,505,100,bodytext,,
NULL,p93,506,100,bodytext,,
NULL,p93,507,100,bodytext,,
NULL,p93,508,100,bodytext,,
NULL,p93,509,100,bodytext,,
NULL,p93,510,100,bodytext,,
NULL,p93,511,100,bodytext,,
NULL,p93,512,100,bodytext,,
NULL,p93,513,100,bodytext,,
NULL,p93,514,100,bodytext,,
NULL,p93,515,100,bodytext,,
NULL,p93,516,100,bodytext,,
NULL,p93,517,100,bodytext,,
NULL,p93,518,100,bodytext,,
NULL,p93,519,100,bodytext,,
NULL,p93,520,4,subhead,Soṇadaṇḍaparivitakko,犬杖的深思
NULL,p93,521,100,bodytext,,
NULL,p93,522,100,bodytext,,
NULL,p93,523,100,bodytext,,
NULL,p93,524,4,subhead,Brāhmaṇapaññatti,婆罗门的安立
NULL,p93,525,100,bodytext,,
NULL,p93,526,100,bodytext,,
NULL,p93,527,100,bodytext,,
NULL,p93,528,100,bodytext,,
NULL,p93,529,100,bodytext,,
NULL,p93,530,100,bodytext,,
NULL,p93,531,100,bodytext,,
NULL,p93,532,100,bodytext,,
NULL,p93,533,100,bodytext,,
NULL,p93,534,100,bodytext,,
NULL,p93,535,4,subhead,Sīlapaññākathā,戒、慧的谈说
NULL,p93,536,100,bodytext,,
NULL,p93,537,100,bodytext,,
NULL,p93,538,4,subhead,Soṇadaṇḍaupāsakattapaṭivedanā,犬杖-作为优婆塞的陈述
NULL,p93,539,100,bodytext,,
NULL,p93,540,100,bodytext,,
NULL,p93,541,100,bodytext,,
NULL,p93,542,100,bodytext,,
NULL,p93,543,100,centered,,
NULL,p93,544,2,chapter,5. Kūṭadantasuttaṃ,5、古得旦得经
NULL,p93,545,4,subhead,Khāṇumatakabrāhmaṇagahapatikā,柯奴玛得的婆罗门、屋主
NULL,p93,546,100,bodytext,,
NULL,p93,547,100,bodytext,,
NULL,p93,548,100,bodytext,,
NULL,p93,549,100,bodytext,,
NULL,p93,550,100,bodytext,,
NULL,p93,551,100,bodytext,,
NULL,p93,552,100,bodytext,,
NULL,p93,553,4,subhead,Kūṭadantaguṇakathā,古得旦得的种种谈说
NULL,p93,554,100,bodytext,,
NULL,p93,555,100,bodytext,,
NULL,p93,556,100,bodytext,,
NULL,p93,557,100,bodytext,,
NULL,p93,558,100,bodytext,,
NULL,p93,559,100,bodytext,,
NULL,p93,560,100,bodytext,,
NULL,p93,561,100,bodytext,,
NULL,p93,562,100,bodytext,,
NULL,p93,563,100,bodytext,,
NULL,p93,564,100,bodytext,,
NULL,p93,565,100,bodytext,,
NULL,p93,566,100,bodytext,,
NULL,p93,567,100,bodytext,,
NULL,p93,568,4,subhead,Buddhaguṇakathā,佛陀的种种谈说
NULL,p93,569,100,bodytext,,
NULL,p93,570,100,bodytext,,
NULL,p93,571,100,bodytext,,
NULL,p93,572,100,bodytext,,
NULL,p93,573,100,bodytext,,
NULL,p93,574,100,bodytext,,
NULL,p93,575,100,bodytext,,
NULL,p93,576,100,bodytext,,
NULL,p93,577,100,bodytext,,
NULL,p93,578,100,bodytext,,
NULL,p93,579,100,bodytext,,
NULL,p93,580,100,bodytext,,
NULL,p93,581,100,bodytext,,
NULL,p93,582,100,bodytext,,
NULL,p93,583,100,bodytext,,
NULL,p93,584,100,bodytext,,
NULL,p93,585,100,bodytext,,
NULL,p93,586,100,bodytext,,
NULL,p93,587,100,bodytext,,
NULL,p93,588,100,bodytext,,
NULL,p93,589,100,bodytext,,
NULL,p93,590,100,bodytext,,
NULL,p93,591,100,bodytext,,
NULL,p93,592,100,bodytext,,
NULL,p93,593,100,bodytext,,
NULL,p93,594,100,bodytext,,
NULL,p93,595,100,bodytext,,
NULL,p93,596,100,bodytext,,
NULL,p93,597,100,bodytext,,
NULL,p93,598,100,bodytext,,
NULL,p93,599,100,bodytext,,
NULL,p93,600,4,subhead,Mahāvijitarājayaññakathā,（暂缺）
NULL,p93,601,100,bodytext,,
NULL,p93,602,100,bodytext,,
NULL,p93,603,100,bodytext,,
NULL,p93,604,100,bodytext,,
NULL,p93,605,100,bodytext,,
NULL,p93,606,4,subhead,Catuparikkhāraṃ,四个资助
NULL,p93,607,100,bodytext,,
NULL,p93,608,4,subhead,Aṭṭha parikkhārā,八个资助
NULL,p93,609,100,bodytext,,
NULL,p93,610,4,subhead,Catuparikkhāraṃ,四个资助
NULL,p93,611,100,bodytext,,
NULL,p93,612,4,subhead,Tisso vidhā,三种
NULL,p93,613,100,bodytext,,
NULL,p93,614,4,subhead,Dasa ākārā,十相
NULL,p93,615,100,bodytext,,
NULL,p93,616,4,subhead,Soḷasa ākārā,十六相
NULL,p93,617,100,bodytext,,
NULL,p93,618,100,bodytext,,
NULL,p93,619,100,bodytext,,
NULL,p93,620,100,bodytext,,
NULL,p93,621,100,bodytext,,
NULL,p93,622,100,bodytext,,
NULL,p93,623,100,bodytext,,
NULL,p93,624,100,bodytext,,
NULL,p93,625,100,bodytext,,
NULL,p93,626,100,bodytext,,
NULL,p93,627,100,bodytext,,
NULL,p93,628,100,bodytext,,
NULL,p93,629,4,subhead,Niccadānaanukulayaññaṃ,经常性施物-随家牲祭
NULL,p93,630,100,bodytext,,
NULL,p93,631,100,bodytext,,
NULL,p93,632,100,bodytext,,
NULL,p93,633,100,bodytext,,
NULL,p93,634,100,bodytext,,
NULL,p93,635,100,bodytext,,
NULL,p93,636,100,bodytext,,
NULL,p93,637,100,bodytext,,
NULL,p93,638,100,bodytext,,
NULL,p93,639,100,bodytext,,
NULL,p93,640,100,bodytext,,
NULL,p93,641,100,bodytext,,
NULL,p93,642,100,bodytext,,
NULL,p93,643,100,bodytext,,
NULL,p93,644,100,bodytext,,
NULL,p93,645,100,bodytext,,
NULL,p93,646,100,bodytext,,
NULL,p93,647,100,bodytext,,
NULL,p93,648,100,bodytext,,
NULL,p93,649,100,bodytext,,
NULL,p93,650,100,bodytext,,
NULL,p93,651,100,bodytext,,
NULL,p93,652,4,subhead,Kūṭadantaupāsakattapaṭivedanā,古得旦得-作为优婆塞的陈述
NULL,p93,653,100,bodytext,,
NULL,p93,654,4,subhead,Sotāpattiphalasacchikiriyā,入流果的作证
NULL,p93,655,100,bodytext,,
NULL,p93,656,100,bodytext,,
NULL,p93,657,100,bodytext,,
NULL,p93,658,100,bodytext,,
NULL,p93,659,100,bodytext,,
NULL,p93,660,100,centered,,
NULL,p93,661,2,chapter,6. Mahālisuttaṃ,6、摩诃里经
NULL,p93,662,4,subhead,Brāhmaṇadūtavatthu,婆罗门使者的事
NULL,p93,663,100,bodytext,,
NULL,p93,664,100,bodytext,,
NULL,p93,665,4,subhead,Oṭṭhaddhalicchavīvatthu,（暂缺）
NULL,p93,666,100,bodytext,,
