id,book,par_num,level,class,title,text,tran
203229,103,1296,2,chapter,7. Jāliyasuttavaṇṇanā,7、若里亚经注,system
203230,103,1297,4,subhead,Dve pabbajitavatthuvaṇṇanā,二位出家者的事注,system
203238,103,1305,2,chapter,8. Mahāsīhanādasuttavaṇṇanā,8、狮子吼大经注,system
203239,103,1306,4,subhead,Acelakassapavatthuvaṇṇanā,裸体迦叶的事注,system
203256,103,1323,4,subhead,Samanuyuñjāpanakathāvaṇṇanā,审问的谈说注,system
203261,103,1328,4,subhead,Ariyaaṭṭhaṅgikamaggavaṇṇanā,八支圣道注,system
203263,103,1330,4,subhead,Tapopakkamakathāvaṇṇanā,苦行着手者的谈说注,system
203271,103,1338,4,subhead,Tapopakkamaniratthakatāvaṇṇanā,无利益的苦行着手者的谈说注,system
203275,103,1342,4,subhead,Sīlasamādhipaññāsampadāvaṇṇanā,戒定慧具足注,system
203277,103,1344,4,subhead,Sīhanādakathāvaṇṇanā,狮子吼的谈说注,system
203284,103,1351,4,subhead,Titthiyaparivāsakathāvaṇṇanā,外道别住的谈说注,system
203291,103,1358,2,chapter,9. Poṭṭhapādasuttavaṇṇanā,9、玻得播达经注,system
203292,103,1359,4,subhead,Poṭṭhapādaparibbājakavatthuvaṇṇanā,游行者玻得播达的事注,system
203300,103,1367,4,subhead,Abhisaññānirodhakathāvaṇṇanā,增上想灭的谈说注,system
203307,103,1374,4,subhead,Ahetukasaññuppādanirodhakathāvaṇṇanā,想生灭有因的谈说注,system
203321,103,1388,4,subhead,Saññāattakathāvaṇṇanā,想-真我的谈说注,system
203328,103,1395,4,subhead,Cittahatthisāriputtapoṭṭhapādavatthuvaṇṇanā,质多象舍利弗与玻得播达的事注,system
203331,103,1398,4,subhead,Ekaṃsikadhammavaṇṇanā,明确法注,system
203334,103,1401,4,subhead,Tayoattapaṭilābhavaṇṇanā,三种真我取得注,system
203348,103,1415,2,chapter,10. Subhasuttavaṇṇanā,10、苏玻经注,system
203349,103,1416,4,subhead,Subhamāṇavakavatthuvaṇṇanā,学生婆罗门苏玻的事注,system
203360,103,1427,4,subhead,Sīlakkhandhavaṇṇanā,戒蕴注,system
203362,103,1429,4,subhead,Samādhikkhandhavaṇṇanā,定蕴注,system
203367,103,1434,2,chapter,11. Kevaṭṭasuttavaṇṇanā,11、给哇得经注,system
203368,103,1435,4,subhead,Kevaṭṭagahapatiputtavatthuvaṇṇanā,屋主之子给哇得的事注,system
203372,103,1439,4,subhead,Iddhipāṭihāriyavaṇṇanā,神通神变注,system
203374,103,1441,4,subhead,Ādesanāpāṭihāriyavaṇṇanā,记心神变注,system
203376,103,1443,4,subhead,Anusāsanīpāṭihāriyavaṇṇanā,教诫神变注,system
203379,103,1446,4,subhead,Bhūtanirodhesakavatthuvaṇṇanā,比丘寻求存在的灭的事注,system
203393,103,1460,2,chapter,12. Lohiccasuttavaṇṇanā,12、罗希者经注,system
203394,103,1461,4,subhead,Lohiccabrāhmaṇavatthuvaṇṇanā,罗希者婆罗门的事注,system
203399,103,1466,4,subhead,Lohiccabrāhmaṇānuyogavaṇṇanā,罗希者婆罗门的实行注,system
203402,103,1469,4,subhead,Tayo codanārahavaṇṇanā,三种适合呵责者注,system
203406,103,1473,4,subhead,Na codanārahasatthuvaṇṇanā,不适合呵责的大师注,system
203411,103,1478,2,chapter,13. Tevijjasuttavaṇṇanā,13、三明经注,system
203425,103,1492,4,subhead,Aciravatīnadīupamākathā,阿致罗筏底河的譬喻注,system
