id,book,par_num,level,class,title,text,author
NULL,131,1085,2,title,5. Brāhmaṇavaggo,第五品　婆羅門品,元亨寺
NULL,131,1086,4,title,1. Brahmāyusuttavaṇṇanā,第九一　梵摩經註,元亨寺
NULL,131,1169,4,title,2. Selasuttavaṇṇanā,第九二　施羅經註,元亨寺
NULL,131,1190,4,title,3. Assalāyanasuttavaṇṇanā,第九三　阿攝惒經〔阿攝羅耶那〕註,元亨寺
NULL,131,1205,4,title,4. Ghoṭamukhasuttavaṇṇanā,第九四　瞿哆牟伽經註,元亨寺
NULL,131,1212,4,title,5. Caṅkīsuttavaṇṇanā,第九五　商伽經註,元亨寺
NULL,131,1245,4,title,6. Esukārīsuttavaṇṇanā,第九六　鬱瘦歌邏經註,元亨寺
NULL,131,1250,4,title,7. Dhanañjānisuttavaṇṇanā,第九七　陀然經註,元亨寺
NULL,131,1257,4,title,8. Vāseṭṭhasuttavaṇṇanā,第九八　婆私吒經註,元亨寺
NULL,131,1308,4,title,9. Subhasuttavaṇṇanā,第九九　須婆經註,元亨寺
NULL,131,1324,4,title,10. Saṅgāravasuttavaṇṇanā,第一〇〇　傷歌邏經註,元亨寺
