id,book,par_num,100,class,title,text,auther
NULL,93,852,2,chapter,10. Subhasuttaṃ,10、蘇玻經,莊春江
NULL,93,853,4,subhead,Subhamāṇavavatthu,學生婆羅門蘇玻的事,莊春江
NULL,93,862,4,subhead,Sīlakkhandho,戒蘊,莊春江
NULL,93,870,4,subhead,Samādhikkhandho,定蘊,莊春江
NULL,93,895,4,subhead,Paññākkhandho,慧蘊,莊春江
NULL,93,915,2,chapter,11. Kevaṭṭasuttaṃ,11、給哇得經,莊春江
NULL,93,916,4,subhead,Kevaṭṭagahapatiputtavatthu,屋主之子給哇得的事,莊春江
NULL,93,920,4,subhead,Iddhipāṭihāriyaṃ,神通神變,莊春江
NULL,93,927,4,subhead,Ādesanāpāṭihāriyaṃ,記心神變,莊春江
NULL,93,932,4,subhead,Anusāsanīpāṭihāriyaṃ,教誡神變,莊春江
NULL,93,936,4,subhead,Bhūtanirodhesakabhikkhuvatthu,比丘尋求存在的滅的事,莊春江
NULL,93,951,4,subhead,Tīradassisakuṇupamā,尋岸鳥的譬喻,莊春江
NULL,93,965,2,chapter,12. Lohiccasuttaṃ,12、羅希者經,莊春江
NULL,93,966,4,subhead,Lohiccabrāhmaṇavatthu,羅希者婆羅門的事,莊春江
NULL,93,976,4,subhead,Lohiccabrāhmaṇānuyogo,羅希者婆羅門的實行,莊春江
NULL,93,983,4,subhead,Tayo codanārahā,三種適合嗬責者,莊春江
NULL,93,987,4,subhead,Nacodanārahasatthu,不適合嗬責的大師,莊春江
NULL,93,992,2,chapter,13. Tevijjasuttaṃ,13、三明經,莊春江
NULL,93,997,4,subhead,Maggāmaggakathā,道、非道的談說,莊春江
NULL,93,1002,4,subhead,Vāseṭṭhamāṇavānuyogo,學生婆羅門襪謝德的實行,莊春江
NULL,93,1020,4,subhead,Janapadakalyāṇīupamā,地方上美女的譬喻,莊春江
NULL,93,1027,4,subhead,Nisseṇīupamā,階梯的譬喻,莊春江
NULL,93,1034,4,subhead,Aciravatīnadīupamā,阿緻羅筏底河的譬喻,莊春江
NULL,93,1047,4,subhead,Saṃsandanakathā,合流的談說,莊春江
NULL,93,1057,4,subhead,Brahmalokamaggadesanā,梵天世界之道的教導,莊春江
