id,book,par_num,100,class,title,text,auther
NULL,93,749,4,subhead,Sīhanādakathā,狮子吼的谈说,庄春江
NULL,93,757,4,subhead,Titthiyaparivāsakathā,外道别住的谈说,庄春江
NULL,93,762,2,chapter,9. Poṭṭhapādasuttaṃ,9、玻得播达经,庄春江
NULL,93,763,4,subhead,Poṭṭhapādaparibbājakavatthu,游行者玻得播达的事,庄春江
NULL,93,770,4,subhead,Abhisaññānirodhakathā,增上想灭的谈说,庄春江
NULL,93,776,4,subhead,Sahetukasaññuppādanirodhakathā,想生灭有因的谈说,庄春江
NULL,93,789,4,subhead,Saññāattakathā,想-真我的谈说,庄春江
NULL,93,802,4,subhead,Cittahatthisāriputtapoṭṭhapādavatthu,质多象舍利弗与玻得播达的事,庄春江
NULL,93,807,4,subhead,Ekaṃsikadhammo,明确法,庄春江
NULL,93,826,4,subhead,Tayo attapaṭilābhā,三种真我取得,庄春江
NULL,93,848,4,subhead,Cittahatthisāriputtaupasampadā,质多象舍利弗受具足戒,庄春江
NULL,93,852,2,chapter,10. Subhasuttaṃ,10、苏玻经,庄春江
NULL,93,853,4,subhead,Subhamāṇavavatthu,学生婆罗门苏玻的事,庄春江
NULL,93,862,4,subhead,Sīlakkhandho,戒蕴,庄春江
NULL,93,870,4,subhead,Samādhikkhandho,定蕴,庄春江
NULL,93,895,4,subhead,Paññākkhandho,慧蕴,庄春江
NULL,93,915,2,chapter,11. Kevaṭṭasuttaṃ,11、给哇得经,庄春江
NULL,93,916,4,subhead,Kevaṭṭagahapatiputtavatthu,屋主之子给哇得的事,庄春江
NULL,93,920,4,subhead,Iddhipāṭihāriyaṃ,神通神变,庄春江
NULL,93,927,4,subhead,Ādesanāpāṭihāriyaṃ,记心神变,庄春江
NULL,93,932,4,subhead,Anusāsanīpāṭihāriyaṃ,教诫神变,庄春江
NULL,93,936,4,subhead,Bhūtanirodhesakabhikkhuvatthu,比丘寻求存在的灭的事,庄春江
NULL,93,951,4,subhead,Tīradassisakuṇupamā,寻岸鸟的譬喻,庄春江
NULL,93,965,2,chapter,12. Lohiccasuttaṃ,12、罗希者经,庄春江
NULL,93,966,4,subhead,Lohiccabrāhmaṇavatthu,罗希者婆罗门的事,庄春江
NULL,93,976,4,subhead,Lohiccabrāhmaṇānuyogo,罗希者婆罗门的实行,庄春江
NULL,93,983,4,subhead,Tayo codanārahā,三种适合呵责者,庄春江
NULL,93,987,4,subhead,Nacodanārahasatthu,不适合呵责的大师,庄春江
NULL,93,992,2,chapter,13. Tevijjasuttaṃ,13、三明经,庄春江
NULL,93,997,4,subhead,Maggāmaggakathā,道、非道的谈说,庄春江
NULL,93,1002,4,subhead,Vāseṭṭhamāṇavānuyogo,学生婆罗门袜谢德的实行,庄春江
NULL,93,1020,4,subhead,Janapadakalyāṇīupamā,地方上美女的譬喻,庄春江
NULL,93,1027,4,subhead,Nisseṇīupamā,阶梯的譬喻,庄春江
NULL,93,1034,4,subhead,Aciravatīnadīupamā,阿致罗筏底河的譬喻,庄春江
NULL,93,1047,4,subhead,Saṃsandanakathā,合流的谈说,庄春江
NULL,93,1057,4,subhead,Brahmalokamaggadesanā,梵天世界之道的教导,庄春江
