4,《同义字疏》,9
4,《庄严明了》,10
4,《庄严明了疏》,11
4,《巴利初学入门》,12
2,格言,0
4,《诗人镜子格言》,27
4,《格言集》,28
4,《法的格言》,29
4,《大阿拉汗格言》,30
4,《世间法》（格言集）,31
4,《经中格言》,32
4,《Sūrassatīnīti》,33
4,《Cāṇakyanītipāḷi》,34
4,《能干者灯释》,35
4,《四护卫禅灯释》,26
2,杂集,0
4,《趣味故事》,36
4,《边际清静》,37
4,《Vessantarāgīti》,38
2,斯里兰卡作品集,0
4,《习性相关》,52
4,《塔史》,53
4,《佛牙传承》,54
4,《舍利诵之光辉》,55
4,《舍利传承》,56
4,《哈塔瓦那嘎拉寺史》,57
4,《胜者所行》,58
4,《胜族明灯》,59
4,《油壶偈》,60
4,《弥林达问经复注》,46
4,《句宝函》,47
4,《造句》,48
4,《论语法点滴》,49
4,《咖咤亚那词根集》,50
4,《瑟曼德峰赞语》,51
