4,《清淨之道-2》,65
4,《清淨之道-大複注-1》,66
4,《清淨之道-大複注-2》,67
4,《清淨之道-序論》,68
2,結集問答,0
4,《長部》,39
4,《中部》,40
4,《相應部》,41
4,《增支部》,42
4,《律藏》,43
4,《論藏》,44
4,《義注》,45
2,雷迪大師作品集,0
4,《詞語手冊》,22
4,《勝義手冊》,23
4,《再解讀》（阿毗達摩概要注）,24
4,《發趣總說手冊》,25
2,禮敬佛陀作品集,0
4,《禮敬複注》,1
4,《大禮敬》,2
4,《品質——佛之禮贊偈》,3
4,《禮敬經典》,4
4,《勝者莊嚴》,5
4,《蓮花合掌》,6
4,《道之蜜》,7
4,《佛陀功德頌》,8
2,史書集,0
4,《小史》,61
4,《教史》,62
4,《大史》,63
2,文法,0
4,《摩嘎拉那經》,13
4,《咖吒亞那語法》最古老的巴利文法,14
4,《論語法》（一）,15
4,《論語法》（二）,16
4,《句身成就》,17
4,《摩嘎拉那潘基卡》,18
4,《前方便成就》,19
4,《言起》（巴利偈頌學）,20
4,《同義字》,21
4,《同義字疏》,9
4,《莊嚴明瞭》,10
4,《莊嚴明瞭疏》,11
4,《巴利初學入門》,12
2,格言,0
4,《詩人鏡子格言》,27
4,《格言集》,28
4,《法的格言》,29
4,《大阿拉汗格言》,30
4,《世間法》（格言集）,31
4,《經中格言》,32
4,《Sūrassatīnīti》,33
4,《Cāṇakyanītipāḷi》,34
4,《能幹者燈釋》,35
4,《四護衛禪燈釋》,26
2,雜集,0
4,《趣味故事》,36
4,《邊際清靜》,37
4,《Vessantarāgīti》,38
2,斯里蘭卡作品集,0
4,《習性相關》,52
4,《塔史》,53
4,《佛牙傳承》,54
4,《舍利誦之光輝》,55
4,《舍利傳承》,56
4,《哈塔瓦那嘎拉寺史》,57
4,《勝者所行》,58
4,《勝族明燈》,59
4,《油壺偈》,60
4,《彌林達問經複注》,46
4,《句寶函》,47
4,《造句》,48
4,《論語法點滴》,49
4,《咖吒亞那詞根集》,50
4,《瑟曼德峰讚語》,51
