id,word,type,grammar,parent,mean,note,factors,factormean,status,confidence,strlen,source,language
750,omaka,.adj:base.,,,较低的$劣等的,,,,1,100,6,_PEPER_RICH_,zh-hans
751,opapātī(‹upapatti显现﹑往生),.adj:base.,,,化生的(出生时无所托),,,,1,100,24,_PEPER_RICH_,zh-hans
5639,orena,.adv.,,,在下$在内部$在这边,,,,1,100,6,_PEPER_RICH_,zh-hans
752,ottāpī(ottappin &and ottāpin),.adj:base.,,,害怕犯错的$小心谨慎的,,,,1,100,30,_PEPER_RICH_,zh-hans
753,pabhaṅgura,.adj:base.,,,易碎的$脆弱的$易腐坏的,,,,1,100,11,_PEPER_RICH_,zh-hans
3368,pahata,.adj:base.,.pp.,paharati,已打击$已袭击$,,,,1,100,7,_PEPER_RICH_,zh-hans
3369,pakkaṭṭhita,.adj:base.,.pp.,pakkuthita,很热$潜伏$煮沸$cooked up$boiled$boiling hot$hot,,,,1,100,12,_PEPER_RICH_,zh-hans
756,parittaka,.adj:base.,,,小的$不重要的$一点点$些许的,,,,1,100,10,_PEPER_RICH_,zh-hans
757,"paropara(para+avara) ",.adj:base.,,,$高低的$高低,(high &and low$far &and near$pl. in sense of “all kinds”),,,1,100,22,_PEPER_RICH_,zh-hans
3370,pasaṭṭha,.adj:base.,.pp.,pasaṃsati,$已赞美$已委托,,,,1,100,9,_PEPER_RICH_,zh-hans
758,patirūpa,.adj:base.,,,适合的$适当的,,,,1,100,9,_PEPER_RICH_,zh-hans
759,patirūpaka,.adj:base.,,,相似的$假扮成的$看起来像的,,,,1,100,11,_PEPER_RICH_,zh-hans
760,pavaddha,.adj:base.,,,长大的$强壮的,,,,1,100,9,_PEPER_RICH_,zh-hans
755,pañjalī,.adj:base.,,,合掌$合十,,,,1,100,8,_PEPER_RICH_,zh-hans
754,paṅgula,.adj:base.,,,$跛足的$跛子,,,,1,100,8,_PEPER_RICH_,zh-hans
12211,paṭisāruppa,.adj:base.,,,$适当隐居的,,,,1,100,12,_PEPER_RICH_,zh-hans
762,ponobbhavikā(pono~#=puna再),.adj:base.,,,再生,,,,1,100,27,_PEPER_RICH_,zh-hans
763,porānaka,.adj:base.,,,古的$旧的$先前的,,,,1,100,9,_PEPER_RICH_,zh-hans
761,pītaka,.adj:base.,,,黄色的$金色的,,,,1,100,7,_PEPER_RICH_,zh-hans
764,pūtika,.adj:base.,,,腐烂的$腐败的$发恶臭的,,,,1,100,7,_PEPER_RICH_,zh-hans
5640,sabbatra,.adv.,,,各处$到处$在所有状况下,,,,1,100,9,_PEPER_RICH_,zh-hans
765,sabhāgata(sabhā+gata),.adj:base.,,,到集会所的,(gone to the hall of assembly),,,1,100,22,_PEPER_RICH_,zh-hans
766,salāṭuka,.adj:base.,,,未熟的,,,,1,100,9,_PEPER_RICH_,zh-hans
5641,samantato,.adv.,,,周围$各处,,,,1,100,10,_PEPER_RICH_,zh-hans
768,samaṅgībhūta,.adj:base.,,,具有的$持有的,,,,1,100,13,_PEPER_RICH_,zh-hans
769,samupabyūḷha,.adj:base.,,,群集的,,,,1,100,13,_PEPER_RICH_,zh-hans
767,samākula,.adj:base.,,,塞满的$覆盖的$拥挤的$撒满的,,,,1,100,9,_PEPER_RICH_,zh-hans
3371,saṅgahīta,.adj:base.,.pp.,saṅgaṇhāti,$已编辑$已包括,$comprised$included miln$40$ekasaṅgahita,,,1,100,10,_PEPER_RICH_,zh-hans
770,saṇḍaka(cp. sk. wauṇḍa),.adj:base.,,,上酒瘾的$醉汉,(addicted to drink$intoxicated,,,1,100,24,_PEPER_RICH_,zh-hans
774,sobhana,.adj:base.,,,光亮的$美丽的$庄严的$优雅的,,,,1,100,8,_PEPER_RICH_,zh-hans
775,sucittita,.adj:base.,,,多杂色的$画得好的$漆油得好的,,,,1,100,10,_PEPER_RICH_,zh-hans
776,sukata,.adj:base.,,,做得好的,,,,1,100,7,_PEPER_RICH_,zh-hans
777,sukatī,.adj:base.,,,正直的,,,,1,100,7,_PEPER_RICH_,zh-hans
778,sumedhasa,.adj:base.,,,明智的,,,,1,100,10,_PEPER_RICH_,zh-hans
779,surūpi,.adj:base.,,,英俊的,,,,1,100,7,_PEPER_RICH_,zh-hans
771,sāpekha(sa+apekhā),.adj:base.,,,有希望之人$期待的$渴望的$挂念的,(longing for),,,1,100,19,_PEPER_RICH_,zh-hans
772,sātthaka,.adj:base.,,,有用的$有利的$有意思的,,,,1,100,9,_PEPER_RICH_,zh-hans
773,sīlī,.adj:base.,,,中) 有…性质的,,,,1,100,5,_PEPER_RICH_,zh-hans
5642,tahiṃ,.adv.,,,那里$在其上$在那个地方中,,,,1,100,6,_PEPER_RICH_,zh-hans
5643,tatra,.adv.,,,如此$那样$以这种方式,,,,1,100,6,_PEPER_RICH_,zh-hans
5644,tatra,.adv.,,,那里,(there)$在那个地方中(in that place),,,1,100,6,_PEPER_RICH_,zh-hans
782,teḷasa,.adj:base.,,,十三,,,,1,100,7,_PEPER_RICH_,zh-hans
783,thoka,.adj:base.,,,小的$一点点的$一些的,,,,1,100,6,_PEPER_RICH_,zh-hans
784,tibba,.adj:base.,,,锋利的$刺骨的$敏锐的,,,,1,100,6,_PEPER_RICH_,zh-hans
785,tittaka,.adj:base.,,,苦的$苦味道,,,,1,100,8,_PEPER_RICH_,zh-hans
786,uddaya,.adj:base.,,,出产的$引起,,,,1,100,7,_PEPER_RICH_,zh-hans
787,uddhumātaka,.adj:base.,,,肿胀的$浮肿的,,,,1,100,12,_PEPER_RICH_,zh-hans
788,unnaḷa,.adj:base.,,,无礼的$自大的$骄傲的,,,,1,100,7,_PEPER_RICH_,zh-hans
789,upaghātī,.adj:base.,,,有害的$切短$破坏$伤害或破坏的人,,,,1,100,9,_PEPER_RICH_,zh-hans
790,upakkhata(pp. of upakaroti),.adj:base.,,,准备$管理$带近,,,,1,100,28,_PEPER_RICH_,zh-hans
5645,uttariṃ,.adv.,,,越过,(over,,,1,100,8,_PEPER_RICH_,zh-hans
791,uttānaka,.adj:base.,,,仰卧的$显然的$浅的,,,,1,100,9,_PEPER_RICH_,zh-hans
792,vaḍḍhaka,.adj:base.,,,增大的$增加的,,,,1,100,9,_PEPER_RICH_,zh-hans
793,verī,.adj:base.,,,有敌意的$深藏仇恨的,,,,1,100,5,_PEPER_RICH_,zh-hans
794,vihārī,.adj:base.,,,中)停留的$逗留的$在某种情况中的,,,,1,100,7,_PEPER_RICH_,zh-hans
795,visaññī,.adj:base.,,,无意识的,,,,1,100,8,_PEPER_RICH_,zh-hans
796,visesitabba,.adj:base.,,,有资格的$有定义的,,,,1,100,12,_PEPER_RICH_,zh-hans
3372,vyūḷha,.adj:base.,.pp.,viyūhati,$已集合,,,,1,100,7,_PEPER_RICH_,zh-hans
5646,yahiṃ,.adv.,,,哪里$无论那里$无论什么情况下,,,,1,100,6,_PEPER_RICH_,zh-hans
5647,yatra,.adv.,,,无论那里$哪里,,,,1,100,6,_PEPER_RICH_,zh-hans
797,yādisaka,.adj:base.,,,无论哪一个$无论什么$相似的,,,,1,100,9,_PEPER_RICH_,zh-hans
676,āmaka,.adj:base.,,,生的$新鲜的$未煮过的$未成熟的,,,,1,100,6,_PEPER_RICH_,zh-hans
693,āraññika,.adj:base.,,,森林的$住在森林的$住远离地(远离社区)的,,arañña+ka,远离地+形容词化,1,100,30,_PEPER_RICH_,zh-hans
694,āsāḷhī(梵āsāḍhī),.adj:base.,,,箕宿,(pubbāsāḷha)与斗宿(uttarāsāḷha)的连接$阿沙荼月(āsāḷha)的满月日(阴历6月15),,,1,100,16,_PEPER_RICH_,zh-hans
699,āvahanaka,.adj:base.,,,,,,,1,100,10,_PEPER_RICH_,zh-hans
700,āvattī,.adj:base.,,,中) 有楼层的,,,,1,100,7,_PEPER_RICH_,zh-hans
701,āyataka,.adj:base.,,,中) 有…性质的$prolonged$kept up,,,,1,100,8,_PEPER_RICH_,zh-hans
15087,(upapīḷesi,.v.,.aor.,upapīḷeti,,,,,1,100,10,_PEPER_RICH_,zh-hans
6320,ababa,.n:base.,.nt.,,一个地狱的名字$阿婆婆地狱$一个有76个零的数位,,,,1,100,5,_PEPER_RICH_,zh-hans
466,abaddha,.adj:base.,,,无束缚的$自由的,,,,1,100,7,_PEPER_RICH_,zh-hans
261,abala,.adj:base.,,,无强力的$弱的$微弱的,,(a无+bala强力的),,1,100,5,_PEPER_RICH_,zh-hans
17719,abalā,.n:base.,.f.,,女人,,abala,,1,100,5,_PEPER_RICH_,zh-hans
12282,abbahati,,,,$拔除,,,,1,100,8,_PEPER_RICH_,zh-hans
10735,abbata,.n:base.,.nt.,,无道德,,(a无+vata禁制),,1,100,6,_PEPER_RICH_,zh-hans
15296,abbata,.adj:base.,,,无道德的$不持戒的,,,,1,100,6,_PEPER_RICH_,zh-hans
283,abbaṇa,.adj:base.,,,无伤的,,(a无+vaṇa伤),,1,100,6,_PEPER_RICH_,zh-hans
10543,abbha,.n:base.,.nt.,,云$cloud$云层$a cloudy mass,,,,1,100,5,_PEPER_RICH_,zh-hans
10544,abbhaka,.n:base.,.nt.,,滑石$石墨$粉状石墨,,,,1,100,7,_PEPER_RICH_,zh-hans
11282,abbhakkhāna,.n:base.,.nt.,abbhakkhāti,诽谤$控告,,,,1,100,11,_PEPER_RICH_,zh-hans
18524,abbhakkhāsi,.v.,.aor.,abbhakkhāti,,,,,1,100,11,_PEPER_RICH_,zh-hans
3376,abbhakkhāti,.v:base.,,,中伤$反对,,(abhi全面+ā+khā掘+a),,1,100,11,_PEPER_RICH_,zh-hans
15444,abbhakūṭa,.n:base.,.nt.,,暴风云的顶点,,abbha,,1,100,9,_PEPER_RICH_,zh-hans
10653,abbhantara,.n:base.,.nt.,,里边$内部,,(abhi全面+antara内部﹑中途),,1,100,10,_PEPER_RICH_,zh-hans
15297,abbhantara,.adj:base.,,,内部的$内在的,,,,1,100,10,_PEPER_RICH_,zh-hans
19149,abbhantarika,.adj:base.,,,亲密朋友$心腹朋友$知己,,abbhantara,,1,100,12,_PEPER_RICH_,zh-hans
9303,abbhanumodanā,.n:base.,.f.,,很感谢$随喜功德,,,,1,100,13,_PEPER_RICH_,zh-hans
3378,abbhanumodati,.v:base.,,,全面随喜,,(abhi全面+anumodati随喜),,1,100,13,_PEPER_RICH_,zh-hans
14135,abbhanumodi,.v.,.aor.,abbhanumodati,,,,,1,100,11,_PEPER_RICH_,zh-hans
15445,abbhapaṭala,.n:base.,.nt.,,大量的云,,abbha,,1,100,11,_PEPER_RICH_,zh-hans
182,abbhatīta,.adj:base.,,,经过的$过去的,,(abhi全面+atīta过去﹑跨越),,1,100,9,_PEPER_RICH_,zh-hans
20525,abbhatīta,.adj:base.,.pp.,,全面过去$全面跨越,,,,1,100,9,_PEPER_RICH_,zh-hans
6323,abbhañjana,.n:base.,.nt.,,$涂抹$涂油,,,,1,100,10,_PEPER_RICH_,zh-hans
3377,abbhañjati,.v:base.,,,涂抹$润滑,,(abhi全面+añj涂油+a),,1,100,10,_PEPER_RICH_,zh-hans
18525,abbhañji,.v.,.aor.,abbhañjati,,,,,1,100,8,_PEPER_RICH_,zh-hans
3379,abbhokirati,.v:base.,,,洒,,(abhi全面+ava下+kir散+a),,1,100,11,_PEPER_RICH_,zh-hans
6324,abbhokiraṇa,.n:base.,.nt.,,$洒,,,,1,100,11,_PEPER_RICH_,zh-hans
18526,abbhokiri,.v.,.aor.,abbhokirati,,,,,1,100,9,_PEPER_RICH_,zh-hans
960,abbhokiṇṇa,.adj:base.,,,拥挤的,,,,1,100,10,_PEPER_RICH_,zh-hans
10652,abbhokāsa,.n:base.,.m.,,户外$露天$无庇护的地方$海阔天空$全都露,,(abhi全面﹑超越+avakāsa机会﹑空间),,1,100,9,_PEPER_RICH_,zh-hans
16471,abbhokāsika,.n:base.,.m.,,住在户外的人,,abbhokāsa,,1,100,11,_PEPER_RICH_,zh-hans
18527,abbhudesi,.v.,.aor.,abbhudeti,,,,,1,100,9,_PEPER_RICH_,zh-hans
3380,abbhudeti,.v:base.,,,升$形成,,(abhi全面+udi +e),,1,100,9,_PEPER_RICH_,zh-hans
3381,abbhuggacchati,.v:base.,,,升入$出去,,(abhi全面+u出?上+gam去+a),,1,100,14,_PEPER_RICH_,zh-hans
18528,abbhuggacchi,.v.,.aor.,abbhuggacchati,,,,,1,100,12,_PEPER_RICH_,zh-hans
6325,abbhuggamana,.n:base.,.nt.,,升起,,,,1,100,12,_PEPER_RICH_,zh-hans
2482,abbhuggata,.adj:base.,.pp.,abbhuggacchati,升入$出去,,,,1,100,10,_PEPER_RICH_,zh-hans
3382,abbhuggirati,.v:base.,,,以胁迫的方式升起手或挥动一些东西,,(abhi全面+u出+gir吞+a),,1,100,12,_PEPER_RICH_,zh-hans
6326,abbhuggiraṇa,.n:base.,.nt.,,挥,,,,1,100,12,_PEPER_RICH_,zh-hans
18529,abbhuggiri,.v.,.aor.,abbhuggirati,,,,,1,100,10,_PEPER_RICH_,zh-hans
10659,abbhujjalana,.n:base.,.nt.,,口吐出火,,(abhi全面+u出+jalana燃)﹐,,1,100,12,_PEPER_RICH_,zh-hans
3383,abbhukkirati,.v:base.,,,洒,,(abhi全面+u 出?上+kir散+a),,1,100,12,_PEPER_RICH_,zh-hans
6327,abbhukkiraṇa,.n:base.,.nt.,,抽出$洒,,,,1,100,12,_PEPER_RICH_,zh-hans
18530,abbhukkiri,.v.,.aor.,abbhukkirati,,,,,1,100,10,_PEPER_RICH_,zh-hans
3384,abbhunnamati,.v:base.,,,涌出,,(abhi全面+u出+namati弯),,1,100,12,_PEPER_RICH_,zh-hans
12862,abbhunnamitvā,.v:ind.,.abs.,abbhunnamati,,,,,1,100,13,_PEPER_RICH_,zh-hans
961,abbhunnata,.adj:base.,,,升高$高,,,,1,100,10,_PEPER_RICH_,zh-hans
962,abbhuta,.adj:base.,,,令人惊奇的$未曾有的,,,,1,100,7,_PEPER_RICH_,zh-hans
12489,abbhuta,.n:base.,.nt.,,奇迹$一个奇异的事物$打赌,,,,1,100,7,_PEPER_RICH_,zh-hans
18345,abbhuyyāta,.adj:base.,.pp.,abbhuyyāti,,,,,1,100,10,_PEPER_RICH_,zh-hans
3385,abbhuyyāti,.v:base.,,,进军,,(abhi 全面+u出+yā去+a),,1,100,10,_PEPER_RICH_,zh-hans
6328,abbhuṭṭhāna,.n:base.,.nt.,,站起来$起床$进步,,,,1,100,11,_PEPER_RICH_,zh-hans
17720,abbhā,.n:base.,.f.,,云,,abbha,,1,100,5,_PEPER_RICH_,zh-hans
6321,abbhācikkhana,.n:base.,.nt.,,控告$中伤,,,,1,100,13,_PEPER_RICH_,zh-hans
3375,abbhācikkhati,.v:base.,,,责备$中伤$诽谤,,(abhi全面+ā+cikkh+a),,1,100,13,_PEPER_RICH_,zh-hans
18523,abbhācikkhi,.v.,.aor.,abbhācikkhati,,,,,1,100,11,_PEPER_RICH_,zh-hans
6322,abbhāgamana,.n:base.,.nt.,,抵达$挺身而出,,,,1,100,11,_PEPER_RICH_,zh-hans
2405,abbhāgata,.ti:base.,,,客人$陌生人,,,,1,100,9,_PEPER_RICH_,zh-hans
2991,abbhāhata,.adj:base.,.pp.,"abbhāhanati ",已攻击$已使痛苦$已折磨$,,,,1,100,9,_PEPER_RICH_,zh-hans
10648,abbhāna,.n:base.,.nt.,,复归$比丘身份$coming back$rehabilitation of a bhikkhu who has undergone a penance for an expiable offence,,(abhi + āyana of ā + yā(i)),,1,100,7,_PEPER_RICH_,zh-hans
963,abbocchinna,.adj:base.,,,不间断的,,,,1,100,11,_PEPER_RICH_,zh-hans
167,abbohārika,.adj:base.,,,可忽略的,(negligible$not to be decided ). $不寻常(uncommon$extraordinary),(a + vi + ava + hārika of voharati; not of legal or conventional status ),,1,100,10,_PEPER_RICH_,zh-hans
3218,abbokiṇṇa,.adj:base.,,,不间断的$持续的$不拥挤的,,(#= abbhokiṇṇa)( abhi +ava +kiṇṇa,,1,100,9,_PEPER_RICH_,zh-hans
10533,abbuda,.n:base.,.nt.,,疱$肿瘤,,,,1,100,6,_PEPER_RICH_,zh-hans
15298,abbuda,.adj:base.,,,垓ㄍㄞ地狱,,,,1,100,6,_PEPER_RICH_,zh-hans
12283,abbuhati,,,,$拔除,,,,1,100,8,_PEPER_RICH_,zh-hans
14134,abbuhi,.v.,.aor.,abbahati,,,,,1,100,6,_PEPER_RICH_,zh-hans
12861,abbuyha,.v:ind.,.abs.,abbahati,,,,,1,100,7,_PEPER_RICH_,zh-hans
3386,abbūhati,.v:base.,,,排掉$拉出,,(ā+vi+ūh +a),,1,100,8,_PEPER_RICH_,zh-hans
18531,abbūhi,.v.,.aor.,abbūhati,,,,,1,100,6,_PEPER_RICH_,zh-hans
2483,abbūḷha,.adj:base.,.pp.,abbūhati,排掉$拉出,,,,1,100,7,_PEPER_RICH_,zh-hans
18340,abbūḷha,.adj:base.,.pp.,abbahati,,,,,1,100,7,_PEPER_RICH_,zh-hans
251,abhabba,.adj:base.,,,不能的$不精通的,,(a不+bhabba能够﹑可能),,1,100,7,_PEPER_RICH_,zh-hans
262,abhaya,.adj:base.,,,安全的$无畏的,,(a无+bhaya恐惧),,1,100,6,_PEPER_RICH_,zh-hans
12490,abhaya,.n:base.,.nt.,,无恐惧。,,,,1,100,6,_PEPER_RICH_,zh-hans
9305,abhayā,.n:base.,.f.,,诃子,,,,1,100,6,_PEPER_RICH_,zh-hans
3235,abhejja,.adj:base.,,,不可分散的$不可分开的$not to be split or divided,,(grd. of a + bhid,,1,100,7,_PEPER_RICH_,zh-hans
