id,book,par_num,level,class,title,text,tran
204332,104,892,4,subhead,Caturāsītinagarasahassādivaṇṇanā,八万四千城市注,庄春江
204335,104,895,4,subhead,Subhaddādeviupasaṅkamanavaṇṇanā,善吉祥皇后到来注,庄春江
204340,104,900,4,subhead,Brahmalokūpagamavaṇṇanā,往梵天世界注,庄春江
204351,104,911,2,chapter,5. Janavasabhasuttavaṇṇanā,18、人牛王经注,庄春江
204352,104,912,4,subhead,Nātikiyādibyākaraṇavaṇṇanā,在那低葛的记说等等注,庄春江
204355,104,915,4,subhead,Ānandaparikathāvaṇṇanā,阿难的委婉谈说注,庄春江
204359,104,919,4,subhead,Janavasabhayakkhavaṇṇanā,人牛王夜叉注,庄春江
204363,104,923,4,subhead,Devasabhāvaṇṇanā,诸天会堂注,庄春江
204369,104,929,4,subhead,Sanaṅkumārakathāvaṇṇanā,常童子的谈说注,庄春江
204374,104,934,4,subhead,Bhāvitaiddhipādavaṇṇanā,所修习的神足注,庄春江
204382,104,942,4,subhead,Tividhaokāsādhigamavaṇṇanā,三种到达的空间注,庄春江
204388,104,948,4,subhead,Catusatipaṭṭhānavaṇṇanā,四念住注,庄春江
204390,104,950,4,subhead,Sattasamādhiparikkhāravaṇṇanā,七个定的资助注,庄春江
204398,104,958,2,chapter,6. Mahāgovindasuttavaṇṇanā,19、大总管经注,庄春江
204401,104,961,4,subhead,Devasabhāvaṇṇanā,诸天会堂注,庄春江
204416,104,976,4,subhead,Aṭṭhayathābhuccavaṇṇanā,八种如实称赞注,庄春江
204464,104,1024,4,subhead,Rajjasaṃvibhajanavaṇṇanā,统治权的分享注,庄春江
204484,104,1044,4,subhead,Brahmunāsākacchāvaṇṇanā,梵天的交谈注,庄春江
204496,104,1056,4,subhead,Reṇurājaāmantanāvaṇṇanā,雷奴国王的宣说注,庄春江
204511,104,1071,4,subhead,Cha khattiyaāmantanāvaṇṇanā,六位刹帝利的宣说注,庄春江
204516,104,1076,4,subhead,Brāhmaṇamahāsālādīnaṃ āmantanāvaṇṇanā,富有的婆罗门等的宣说注,庄春江
204519,104,1079,4,subhead,Bhariyānaṃ āmantanāvaṇṇanā,妻子们的宣说注,庄春江
204521,104,1081,4,subhead,Mahāgovindapabbajjāvaṇṇanā,大总管的出家注,庄春江
204531,104,1091,2,chapter,7. Mahāsamayasuttavaṇṇanā,20、大集会经注,庄春江
204557,104,1117,4,subhead,Devatāsannipātavaṇṇanā,天神的集合注,庄春江
204641,104,1201,2,chapter,8. Sakkapañhasuttavaṇṇanā,21、帝释所问经注,庄春江
204654,104,1214,4,subhead,Pañcasikhagītagāthāvaṇṇanā,五髻的歌唱偈颂注,庄春江
204674,104,1234,4,subhead,Sakkūpasaṅkamavaṇṇanā,帝释前往注,庄春江
204738,104,1298,4,subhead,Vedanākammaṭṭhānavaṇṇanā,受之业处注,庄春江
204769,104,1329,4,subhead,Pātimokkhasaṃvaravaṇṇanā,巴帝摩卡自制注,庄春江
204785,104,1345,4,subhead,Indriyasaṃvaravaṇṇanā,根自制注,庄春江
204799,104,1359,4,subhead,Somanassapaṭilābhakathāvaṇṇanā,获得喜悦说注,庄春江
204813,104,1373,2,chapter,9. Mahāsatipaṭṭhānasuttavaṇṇanā,22、大念住经注,庄春江
204814,104,1374,4,subhead,Uddesavārakathāvaṇṇanā,总说注,庄春江
204913,104,1473,4,subhead,Kāyānupassanā ānāpānapabbavaṇṇanā,随观身‧入出息节注,庄春江
204935,104,1495,4,subhead,Iriyāpathapabbavaṇṇanā,随观身‧威仪路径（方法）节注,庄春江
204951,104,1511,4,subhead,Catusampajaññapabbavaṇṇanā,随观身‧正知节注,庄春江
204955,104,1515,4,subhead,Paṭikūlamanasikārapabbavaṇṇanā,随观身‧厌拒作意节注,庄春江
204959,104,1519,4,subhead,Dhātumanasikārapabbavaṇṇanā,随观身‧四界作意节注,庄春江
204964,104,1524,4,subhead,Navasivathikapabbavaṇṇanā,随观身‧九墓地节注,庄春江
204974,104,1534,4,subhead,Vedanānupassanāvaṇṇanā,随观受注,庄春江
204984,104,1544,4,subhead,Cittānupassanāvaṇṇanā,随观心注,庄春江
204989,104,1549,4,subhead,Dhammānupassanā nīvaraṇapabbavaṇṇanā,随观法‧盖节注,庄春江
205012,104,1572,4,subhead,Khandhapabbavaṇṇanā,随观法‧蕴节注,庄春江
205017,104,1577,4,subhead,Āyatanapabbavaṇṇanā,随观法‧处节注,庄春江
205023,104,1583,4,subhead,Bojjhaṅgapabbavaṇṇanā,随观法‧觉支节注,庄春江
205062,104,1622,4,subhead,Catusaccapabbavaṇṇanā,随观法‧谛节注,庄春江
205064,104,1624,4,subhead,Dukkhasaccaniddesavaṇṇanā,苦谛的说明注,庄春江
205077,104,1637,4,subhead,Samudayasaccaniddesavaṇṇanā,集谛的说明注,庄春江
205080,104,1640,4,subhead,Nirodhasaccaniddesavaṇṇanā,灭谛的说明注,庄春江
205084,104,1644,4,subhead,Maggasaccaniddesavaṇṇanā,道谛的说明注,庄春江
205106,104,1666,2,chapter,10. Pāyāsirājaññasuttavaṇṇanā,23、波亚西经注,庄春江
