id,lang,sn,word_en,word,word2,note
534029,zh,33,-ani,-ānī,-ānī,[[-ānī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534030,zh,33,-ani,-ani,-ani,[[-ani]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534031,zh,33,-ani,-anī,-anī,[[-anī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534032,zh,33,-ano,-āno,-āno,[[-āno]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534033,zh,33,-ano,-ano,-ano,[[-ano]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]],,1
534034,zh,33,-arã,-arã,-arã,[[-arã]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[工具格]],,1
534035,zh,33,-ãrã,-ãrã,-ãrã,[[-ãrã]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[工具格]],,1
534036,zh,33,-aram,-araṃ,-araṃ,[[-araṃ]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[受格]],,1
534037,zh,33,-ãram,-ãraṃ,-ãraṃ,[[-ãraṃ]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[受格]],,1
534038,zh,33,-aranam,-ārānaṃ,-ārānaṃ,[[-ārānaṃ]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[目的格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[屬格]],,1
534039,zh,33,-are,-āre,-āre,[[-āre]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]],,1
534040,zh,33,-arebhi,-ārebhi,-ārebhi,[[-ārebhi]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
534041,zh,33,-arebhi,-ārebhī,-ārebhī,[[-ārebhī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
534042,zh,33,-arehi,-ārehi,-ārehi,[[-ārehi]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
534043,zh,33,-arehi,-ārehī,-ārehī,[[-ārehī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
534044,zh,33,-aresu,-āresu,-āresu,[[-āresu]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[處格]],,1
534045,zh,33,-aresu,-āresū,-āresū,[[-āresū]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[處格]],,1
534046,zh,33,-ari,-ari,-ari,[[-ari]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534047,zh,33,-ari,-arī,-arī,[[-arī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534048,zh,33,-aro,-āro,-āro,[[-āro]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534049,zh,33,-asa,-asā,-asā,[[-asā]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[工具格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[工具格]],,1
534050,zh,33,-ase,-āse,-āse,[[-āse]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]],,1
534051,zh,33,-asi,-asi,-asi,[[-asi]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534052,zh,33,-asi,-asī,-asī,[[-asī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534053,zh,33,-asma,-asmā,-asmā,[[-asmā]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]],,1
534054,zh,33,-asmim,-asmiṃ,-asmiṃ,[[-asmiṃ]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534055,zh,33,-aso,-aso,-aso,[[-aso]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]],,1
534056,zh,33,-assa,-assa,-assa,[[-assa]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]],,1
534057,zh,33,-assa,-assā,-assā,[[-assā]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]],,1
534058,zh,33,-asu,-āsu,-āsu,[[-āsu]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[處格]],,1
534059,zh,33,-asu,-āsū,-āsū,[[-āsū]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[處格]],,1
534060,zh,33,-ato,-ato,-ato,[[-ato]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]],,1
534061,zh,33,-atthum,-atthuṃ,-atthuṃ,[[-atthuṃ]]：[[動詞]]之[[變位]]<br>[[第三人稱]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[過去式]],,1
534062,zh,33,-ave,-ave,-ave,[[-ave]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534063,zh,33,-avo,-avo,-avo,[[-avo]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534064,zh,33,-aya,-ayā,-ayā,[[-ayā]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[工具格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534065,zh,33,-aya,-āya,-āya,[[-āya]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[來源格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[屬格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[工具格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[目的格]],,1
534066,zh,33,-ayam,-ayaṃ,-ayaṃ,[[-ayaṃ]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534067,zh,33,-ayam,-āyaṃ,-āyaṃ,[[-āyaṃ]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534068,zh,33,-ayo,-ayo,-ayo,[[-ayo]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534069,zh,33,-ayo,-āyo,-āyo,[[-āyo]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[主格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[呼格]],,1
534070,zh,33,-ayo,-āyo,-āyo,[[-āyo]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[呼格]],,1
534071,zh,33,-e,-e,-e,[[-e]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[受格]],,1
534072,zh,33,-e,-e,-e,[[-e]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[呼格]]<br>[[陽性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]]<br>[[中性]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[處格]],,1
534073,zh,33,-e,-e,-e,[[-e]]：[[動詞]]之[[變位]]<br>[[第一人稱]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[命令式]]<br>[[第一人稱]]&nbsp;&nbsp;[[單數]]&nbsp;&nbsp;[[現在式]],,1
534074,zh,33,-ebhi,-ebhi,-ebhi,[[-ebhi]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
534075,zh,33,-ebhi,-ebhī,-ebhī,[[-ebhī]]：[[名詞]]之[[變格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
534076,zh,33,-ehi,-ehi,-ehi,[[-ehi]]：[[名詞]]之[[變格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陰性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[陽性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[來源格]]<br>[[中性]]&nbsp;&nbsp;[[複數]]&nbsp;&nbsp;[[工具格]],,1
